ID,gForceX,gForceY,gForceZ,rotX,rotY,rotZ,rawWeight
65,0.09,1.0,-0.1,5.83,3.2,-250.75,35280
66,-0.35,0.84,-0.17,6.11,3.59,-250.75,43283
67,-0.69,0.45,-0.22,6.47,3.33,-250.75,43519
68,-0.77,-0.09,-0.23,6.8,4.1,-250.75,35268
69,-0.57,-0.6,-0.21,6.97,2.96,-250.75,19039
70,-0.13,-0.91,-0.16,6.94,3.64,-250.75,-59
71,0.44,-0.95,-0.08,7.32,3.75,-250.75,-17586
72,0.97,-0.68,0.0,7.77,3.58,-250.75,-28684
73,1.25,-0.14,0.05,7.97,4.48,-250.75,-25530
74,1.15,0.46,0.03,8.2,4.54,-250.75,-16075
75,0.69,0.91,-0.0,8.4,3.96,-250.75,1782
76,0.06,0.95,-0.1,8.66,4.54,-250.75,25294
77,-0.45,0.61,-0.18,9.15,4.9,-250.75,41209
78,-0.64,-0.03,-0.22,9.66,4.67,-250.75,43356
79,-0.34,-0.66,-0.18,9.75,4.21,-250.75,30722
80,0.25,-0.97,-0.11,9.83,4.2,-250.75,7833
81,0.95,-0.78,-0.0,10.01,4.85,-250.75,-15577
82,1.36,-0.18,0.07,10.28,5.42,-250.75,-26526
83,1.22,0.53,0.04,10.4,5.11,-250.75,-23893
84,0.63,0.96,-0.01,10.67,5.23,-250.75,-4443
85,-0.12,0.82,-0.12,10.89,5.16,-250.75,26905
86,-0.51,0.17,-0.2,11.26,5.09,-250.75,42472
87,-0.33,-0.58,-0.18,11.6,4.89,-250.75,36814
88,0.36,-0.95,-0.09,11.56,5.31,-250.75,21774
89,1.13,-0.74,0.02,11.74,5.33,-250.75,-4541
90,1.48,0.01,0.08,12.27,5.8,-250.75,-24072
91,1.15,0.74,0.05,12.4,6.34,-250.75,888
92,0.37,0.96,-0.07,12.73,5.73,-250.75,24928
93,-0.27,0.41,-0.15,13.06,6.04,-250.75,36091
94,-0.29,-0.38,-0.18,13.44,5.71,-250.75,35731
95,0.42,-0.94,-0.09,13.24,5.88,-250.75,10003
96,1.27,-0.68,0.06,13.58,5.81,-250.75,-16964
97,1.59,0.12,0.09,14.08,6.6,-250.75,-18259
98,1.08,0.87,0.05,14.36,6.45,-250.75,-9197
99,0.22,0.84,-0.08,14.81,6.65,-250.75,14820
100,-0.23,0.03,-0.16,15.01,6.69,-250.75,41272
101,0.17,-0.77,-0.12,14.98,6.62,-250.75,34147
102,1.14,-0.88,0.01,15.13,6.62,-250.75,9908
103,1.7,-0.11,0.11,15.8,7.8,-250.75,-26072
104,1.3,0.77,0.06,16.93,7.35,-250.75,-26608
105,0.32,0.8,-0.07,18.65,7.12,-250.75,13440
106,-0.13,-0.06,-0.15,18.23,7.24,-250.75,43847
107,0.47,-0.89,-0.07,17.93,7.07,-250.75,33784
108,1.52,-0.71,0.06,18.69,7.54,-250.75,4761
109,1.81,0.25,0.13,19.25,8.43,-250.75,-23920
110,1.01,0.88,0.02,19.45,7.28,-250.75,-21959
111,0.16,0.47,-0.1,18.17,8.25,-250.75,18019
112,0.29,-0.6,-0.09,18.2,7.31,-250.75,42490
113,1.25,-0.95,0.04,18.51,7.41,-250.75,27098
114,1.86,-0.06,0.1,17.95,8.35,-250.75,-7803
115,1.34,0.81,0.05,18.78,8.46,-250.75,-29378
116,0.34,0.61,-0.08,18.6,8.22,-250.75,-2867
117,0.23,-0.47,-0.1,18.85,7.75,-250.75,36347
118,1.29,-0.96,0.08,19.56,8.71,-250.75,36267
119,1.92,-0.1,0.16,19.26,8.46,-250.75,5045
120,1.53,0.86,0.11,19.66,9.32,-250.75,-26049
121,0.38,0.51,-0.01,19.97,8.17,-250.75,-11392
122,0.56,-0.65,-0.06,20.19,8.52,-250.75,32163
123,1.62,-0.83,0.13,20.62,8.8,-250.75,37457
124,1.96,0.23,0.2,20.97,9.28,-250.75,-25093
125,1.23,0.86,0.03,21.34,9.38,-250.75,-5887
126,0.45,0.04,-0.07,21.58,9.14,-250.75,35504
127,1.19,-0.9,0.04,21.88,8.88,-250.75,31749
128,1.98,-0.34,0.2,22.01,10.46,-250.75,-6523
129,1.75,0.77,0.12,22.47,10.06,-250.75,-23894
130,0.78,0.51,0.02,22.4,10.52,-250.75,13816
131,0.95,-0.72,0.02,23.25,9.59,-250.75,39552
132,1.92,-0.58,0.09,22.49,9.03,-250.75,11966
133,1.92,0.58,0.16,23.31,11.46,-250.75,-22377
134,1.01,0.71,0.03,23.66,10.92,-250.75,-3525
135,0.82,-0.56,-0.02,24.03,9.91,-250.75,36337
136,1.95,-0.7,0.24,24.33,10.38,-250.75,22918
137,1.94,0.6,0.19,24.41,12.19,-250.75,-16956
138,1.06,0.61,0.1,25.18,10.53,-250.75,-10867
139,1.04,-0.75,0.0,25.07,9.95,-250.75,32182
140,1.97,-0.6,0.15,24.66,9.91,-250.75,26203
141,1.94,0.69,0.24,25.16,12.31,-250.75,-14483
142,1.1,0.52,0.01,25.78,11.51,-250.75,-12129
143,1.49,-0.76,0.09,25.99,10.88,-250.75,30708
144,1.99,-0.42,0.16,25.17,10.59,-250.75,25819
145,1.87,0.84,0.17,25.8,13.33,-250.75,-15342
146,0.98,0.16,0.02,26.29,11.51,-250.75,-9533
147,1.73,-0.81,0.15,26.36,10.06,-250.75,32486
148,1.99,0.0,0.33,26.73,11.8,-250.75,21602
149,1.66,0.89,0.07,26.37,13.13,-250.75,-17929
150,1.17,-0.34,-0.03,27.21,11.35,-250.75,-2354
151,1.92,-0.68,0.16,27.33,10.69,-250.75,35032
152,1.98,0.43,0.33,27.2,13.1,-250.75,12691
153,1.41,0.59,0.08,27.44,12.16,-250.75,-20259
154,1.53,-0.8,0.14,27.68,11.47,-250.75,9464
155,1.99,-0.34,0.26,26.88,10.79,-250.75,-937
156,1.88,0.75,0.13,26.99,13.27,-250.75,-17337
157,1.29,-0.04,0.11,28.54,11.2,-250.75,22910
158,1.85,-0.83,0.16,27.05,11.28,-250.75,27263
159,1.98,0.36,0.24,28.18,12.35,-250.75,-13768
160,1.52,0.72,0.1,28.4,12.74,-250.75,-6473
161,1.45,-0.67,0.1,27.66,11.78,-250.75,33115
162,1.99,-0.39,0.16,26.66,10.15,-250.75,13504
163,1.91,0.83,0.21,27.3,15.01,-250.75,-19408
164,1.54,-0.14,0.01,29.06,12.62,-250.75,11697
165,1.92,-0.9,0.26,28.2,11.33,-250.75,32684
166,1.99,0.43,0.29,28.5,13.75,-250.75,-5013
167,1.58,0.43,0.11,29.66,12.89,-250.75,-12436
168,1.56,-0.81,0.15,28.86,11.63,-250.75,29172
169,1.99,-0.0,0.25,28.8,12.85,-250.75,18080
170,1.75,0.73,0.25,29.36,16.29,-250.75,-17765
171,1.49,-0.51,-0.0,30.48,12.49,-250.75,9617
172,1.97,-0.46,0.26,29.42,12.43,-250.75,31892
173,1.96,0.78,0.3,28.95,16.68,-250.75,-5980
174,1.37,-0.26,-0.03,31.12,13.0,-250.75,-8977
175,1.96,-0.73,0.27,29.12,10.91,-250.75,30498
176,1.99,0.68,0.36,30.43,16.94,-250.75,10999
177,1.35,-0.12,-0.02,30.63,12.76,-250.75,-16855
178,1.94,-0.86,0.34,30.02,12.61,-250.75,25733
179,1.99,0.63,0.35,30.01,15.39,-250.75,-13612
180,1.51,0.12,0.11,31.02,13.2,-250.75,2654
181,1.89,-0.86,0.32,31.31,11.78,-250.75,31251
182,1.99,0.46,0.47,29.87,15.2,-250.75,-2571
183,1.53,0.24,0.17,31.37,14.7,-250.75,-10252
184,1.87,-0.72,0.07,30.08,10.68,-250.75,29057
185,1.99,0.33,0.39,30.1,13.14,-250.75,11192
186,1.73,0.39,0.09,30.94,15.22,-250.75,-16797
187,1.88,-0.77,0.28,30.63,11.36,-250.75,19040
188,1.99,0.09,0.25,29.54,12.07,-250.75,24052
189,1.44,0.54,0.23,30.59,15.89,-250.75,-14900
190,1.78,-0.78,0.06,30.24,11.42,-250.75,5673
191,1.89,0.03,0.32,30.65,13.6,-250.75,30976
192,1.73,0.73,0.19,30.98,16.33,-250.75,-5568
193,1.66,-0.7,0.15,30.32,12.74,-250.75,30881
194,1.95,-0.18,0.24,29.69,12.36,-250.75,6634
195,1.81,0.65,0.21,30.0,16.28,-250.75,-15831
196,1.48,-0.6,0.05,30.15,10.4,-250.75,21490
197,1.7,-0.62,0.05,24.69,12.39,-250.75,20009
198,1.48,0.29,0.08,17.54,10.08,-250.75,-26346
199,0.1,0.84,-0.09,10.17,5.34,-250.75,-22220
200,-0.52,0.49,-0.2,8.87,4.7,-250.75,10738
201,-0.53,-0.1,-0.2,9.64,4.94,-250.75,28658
202,-0.41,-0.82,-0.2,7.91,3.95,-250.75,23397
203,0.12,-0.99,-0.13,7.89,3.57,-250.75,1029
204,0.56,-1.05,-0.06,5.01,3.18,-236.53,-22386
205,0.77,-0.77,-0.03,2.29,2.46,-164.4,-31465
206,0.87,-0.58,-0.02,0.37,1.41,-102.53,-32645
207,0.95,-0.31,0.0,0.23,1.14,-102.91,-28340
208,1.02,-0.15,0.01,1.1,1.67,-125.0,-18234
209,1.02,0.1,0.02,0.98,1.38,-126.83,-4444
210,0.98,0.28,0.02,1.04,1.7,-132.09,5267
211,0.89,0.56,0.01,1.27,1.64,-137.62,11142
212,0.75,0.86,-0.01,3.35,2.82,-198.13,17550
213,0.48,1.06,-0.05,6.82,4.21,-250.75,28354
214,-0.03,0.93,-0.12,8.85,5.06,-250.75,43029
215,-0.47,0.44,-0.18,10.32,5.34,-250.75,53601
216,-0.72,-0.38,-0.23,8.17,4.41,-250.75,51286
217,-0.61,-0.79,-0.22,4.33,2.38,-225.19,35512
218,-0.39,-0.89,-0.2,2.24,1.55,-161.49,1336
219,-0.18,-1.04,-0.17,1.37,1.48,-130.86,-19282
220,-0.01,-1.04,-0.14,-0.4,0.9,-84.0,-28040
221,0.12,-0.97,-0.12,-0.61,1.01,-78.43,-32994
222,0.3,-0.89,-0.1,0.46,1.06,-116.56,-31864
223,0.62,-0.73,-0.05,3.6,2.82,-205.55,-25148
224,1.0,-0.5,0.01,5.66,3.68,-250.75,-19231
225,1.09,-0.23,0.02,4.08,2.84,-220.23,-10759
226,1.0,0.24,0.01,1.85,1.81,-151.14,-6389
227,0.93,0.53,0.02,2.85,2.63,-185.44,329
228,0.71,0.69,-0.01,2.53,2.31,-170.67,19410
229,0.46,0.76,-0.05,0.01,1.35,-92.81,32059
230,0.37,0.86,-0.06,-2.83,-0.08,0.25,33957
231,0.38,0.94,-0.05,-3.04,-0.08,5.4,33409
232,0.39,0.92,-0.06,-2.91,-0.08,0.43,39778
233,0.39,0.92,-0.05,-2.75,-0.05,0.27,44459
234,0.38,0.92,-0.05,-2.8,-0.01,0.2,43825
235,0.39,0.92,-0.06,-2.85,-0.07,0.32,43280
236,0.39,0.91,-0.06,-2.82,-0.11,0.35,43261
237,0.39,0.92,-0.06,-2.77,-0.06,0.32,43460
238,0.38,0.92,-0.06,-2.7,-0.07,0.23,43472
239,0.39,0.93,-0.05,-2.72,-0.04,0.22,43401
240,0.38,0.92,-0.05,-2.71,-0.02,0.17,43412
241,0.39,0.91,-0.06,-2.74,-0.07,0.32,43429
242,0.39,0.92,-0.06,-2.73,0.04,0.15,43481
243,0.38,0.92,-0.06,-2.83,-0.05,0.34,43477
244,0.38,0.92,-0.06,-2.77,-0.08,0.37,43475
245,0.39,0.92,-0.05,-2.77,0.04,0.1,43461
246,0.39,0.92,-0.06,-2.78,-0.05,0.15,43427
247,0.39,0.92,-0.06,-2.9,-0.01,0.42,43510
248,0.39,0.91,-0.06,-2.8,-0.03,0.26,43498
249,0.38,0.92,-0.06,-2.82,-0.0,0.19,43471
250,0.38,0.92,-0.05,-2.7,-0.04,0.38,43516
251,0.39,0.92,-0.06,-2.77,-0.1,0.06,43503
252,0.38,0.92,-0.05,-2.77,-0.08,0.3,43555
