ID,gForceX,gForceY,gForceZ,rotX,rotY,rotZ,rawWeight
74,0.92,-0.39,-0.05,-54.0,5.28,-160.27,-253360
75,0.98,-0.06,0.01,-53.82,5.82,-159.02,-213979
76,0.95,0.24,-0.01,-53.73,5.98,-158.37,-146265
77,0.83,0.52,-0.02,-53.69,6.44,-160.76,-124100
78,0.63,0.75,-0.03,-54.02,5.01,-170.6,-143979
79,0.39,0.95,-0.05,-53.0,4.63,-186.26,-224655
80,0.07,1.02,-0.07,-52.05,5.05,-201.76,-375252
81,-0.33,0.93,-0.15,-52.56,5.59,-216.85,-537619
82,-0.6,0.71,-0.19,-52.0,5.28,-228.85,-537619
83,-0.88,0.41,-0.27,-51.27,5.57,-236.59,-565024
84,-0.89,-0.07,-0.24,-51.17,7.66,-240.06,-418161
85,-0.9,-0.48,-0.29,-51.17,4.6,-249.41,-302029
86,-0.42,-0.88,-0.28,-50.5,7.1,-250.34,-335223
87,-0.05,-0.92,-0.1,-50.33,6.0,-250.34,-493361
88,0.58,-1.0,-0.07,-49.87,7.76,-250.34,-598957
89,1.0,-0.61,0.03,-48.86,6.39,-250.34,-657124
90,1.13,-0.03,-0.03,-49.17,6.07,-250.34,-580025
91,0.91,0.41,0.0,-50.35,7.67,-250.34,-382853
92,0.61,0.82,-0.07,-50.81,8.23,-250.34,-188427
93,0.18,0.98,-0.03,-48.98,6.92,-250.34,-91352
94,-0.35,0.93,-0.17,-50.18,6.05,-250.34,-96616
95,-0.71,0.51,-0.23,-49.92,6.69,-250.34,-144408
96,-0.78,-0.01,-0.21,-50.0,6.32,-250.34,-179728
97,-0.7,-0.58,-0.27,-50.43,5.21,-250.34,-161687
98,-0.41,-1.15,-0.21,-50.4,6.92,-250.34,-131580
99,0.14,-1.04,-0.14,-50.72,8.23,-250.34,-146761
100,0.76,-0.85,-0.01,-49.8,5.43,-250.34,-211865
101,1.1,-0.41,0.19,-49.79,8.41,-250.34,-295226
102,1.08,0.16,-0.02,-49.91,6.45,-250.34,-368010
103,0.92,0.64,0.0,-49.0,2.3,-250.34,-370060
104,0.45,0.97,-0.16,-49.13,6.97,-250.34,-168068
105,-0.05,0.97,-0.19,-49.66,5.97,-250.34,-94071
106,-0.54,0.72,-0.12,-49.66,6.91,-250.34,-66455
107,-0.87,0.27,-0.28,-50.11,7.29,-250.34,-47970
108,-0.91,-0.33,-0.31,-50.49,5.85,-250.34,-18050
109,-0.51,-0.63,-0.19,-51.06,6.68,-250.34,-7324
110,-0.12,-0.98,-0.16,-50.12,5.39,-250.34,-30259
111,0.36,-0.89,0.03,-50.21,6.97,-250.34,-63453
112,0.66,-0.84,-0.03,-50.66,6.07,-250.34,-89961
113,0.96,-0.41,-0.09,-51.09,6.18,-250.34,-99134
114,1.15,0.09,0.09,-51.22,6.76,-250.34,-103549
115,0.82,0.57,0.02,-50.74,5.12,-250.34,-102905
116,0.5,0.84,-0.01,-50.7,2.22,-250.34,-92361
117,0.15,0.98,-0.28,-52.02,0.63,-244.77,-65367
118,-0.22,0.83,-0.03,-51.98,6.98,-206.18,-29287
119,-0.64,0.85,-0.2,-53.05,4.29,-182.39,7216
120,-0.8,0.4,-0.21,-51.41,6.72,-247.53,31598
121,-0.91,0.08,-0.24,-52.2,6.64,-209.58,36283
122,-0.91,-0.33,-0.25,-52.34,5.84,-214.73,34476
123,-0.7,-0.64,-0.27,-52.42,3.31,-207.77,18688
124,-0.36,-1.02,-0.17,-51.79,1.75,-196.07,4323
125,-0.09,-0.99,-0.12,-53.54,5.19,-196.3,-21893
126,0.23,-1.04,-0.11,-53.19,6.78,-191.95,-30469
127,0.56,-0.88,-0.06,-52.81,4.98,-192.69,-34000
128,0.82,-0.67,0.01,-54.06,5.98,-175.2,-33638
129,0.96,-0.46,0.06,-53.82,5.05,-162.78,-28581
130,0.96,-0.22,0.02,-54.83,3.55,-117.89,-22089
131,0.93,0.03,-0.0,-57.14,3.48,-66.58,-14182
132,0.91,0.15,-0.02,-57.0,3.73,-69.81,-6895
133,0.89,0.29,-0.01,-56.98,3.72,-60.2,1461
134,0.85,0.45,-0.0,-56.75,3.64,-79.71,9745
135,0.77,0.59,-0.01,-54.38,3.68,-142.15,14097
136,0.59,0.77,-0.04,-54.71,2.39,-123.54,20898
137,0.4,0.73,-0.05,-56.59,4.25,-86.48,27746
138,0.29,0.84,-0.07,-57.85,2.99,-22.31,30043
139,0.3,0.93,-0.08,-59.02,2.51,0.37,32034
140,0.29,0.92,-0.07,-58.89,2.69,0.5,32459
141,0.3,0.92,-0.08,-59.28,2.63,0.04,36181
142,0.29,0.92,-0.08,-59.27,2.76,0.35,39403
143,0.3,0.92,-0.08,-59.16,2.78,0.45,39443
144,0.3,0.91,-0.08,-59.31,2.62,0.48,39068
145,0.29,0.92,-0.07,-58.95,2.69,0.44,39035
146,0.3,0.92,-0.08,-58.91,2.64,0.39,39224
147,0.3,0.92,-0.07,-59.04,2.82,0.36,39177
148,0.29,0.91,-0.08,-58.98,2.6,0.37,39121
149,0.29,0.91,-0.09,-58.86,2.72,0.47,39109
150,0.29,0.91,-0.08,-58.5,2.69,0.33,39125
151,0.29,0.92,-0.08,-58.29,2.53,0.52,39169
152,0.29,0.91,-0.07,-58.72,2.66,0.42,39120
153,0.31,0.9,-0.07,-59.02,2.72,0.55,39117
154,0.29,0.92,-0.08,-58.94,2.83,0.86,39131
155,0.3,0.91,-0.07,-59.11,2.56,0.27,39171
156,0.3,0.91,-0.07,-59.16,2.6,0.32,39144
157,0.3,0.91,-0.08,-59.02,2.79,0.37,39134
158,0.45,0.93,0.13,-60.04,8.74,-8.67,39154
159,0.31,0.93,-0.07,-58.98,2.06,-4.37,39197
160,0.26,0.95,-0.08,-58.52,2.89,-14.92,40083
161,0.25,0.97,-0.08,-57.71,3.31,-27.77,39201
162,0.16,0.96,-0.1,-57.74,2.98,-39.73,39987
163,0.08,0.99,-0.1,-57.15,3.38,-50.35,41240
164,-0.01,0.99,-0.11,-56.92,3.61,-60.5,41700
165,-0.13,0.98,-0.15,-56.79,3.65,-64.01,42291
166,-0.19,0.96,-0.15,-57.03,3.77,-62.44,42827
167,-0.36,0.95,-0.19,-56.69,3.04,-59.45,42692
168,-0.45,0.89,-0.17,-57.03,3.84,-52.94,41223
169,-0.54,0.85,-0.2,-57.57,2.92,-49.38,40121
170,-0.61,0.82,-0.19,-57.55,3.18,-47.03,38897
171,-0.68,0.77,-0.22,-57.69,3.24,-47.69,37562
172,-0.75,0.71,-0.23,-57.18,3.1,-50.85,36169
173,-0.81,0.64,-0.24,-56.91,3.2,-54.05,34592
174,-0.87,0.56,-0.24,-57.36,3.44,-56.91,32536
175,-0.92,0.47,-0.26,-56.79,3.22,-58.66,29988
176,-0.98,0.37,-0.26,-57.02,3.44,-58.47,27133
177,-1.0,0.26,-0.25,-57.37,3.7,-55.31,24024
178,-1.03,0.16,-0.27,-57.21,3.36,-51.27,20448
179,-1.05,0.08,-0.28,-57.31,3.14,-47.21,16547
180,-1.05,-0.01,-0.27,-57.27,2.8,-42.31,12764
181,-1.05,-0.08,-0.28,-58.13,2.73,-19.75,9451
182,-1.05,-0.08,-0.28,-58.58,2.57,1.6,6043
183,-1.05,-0.08,-0.28,-59.04,2.98,-1.31,2469
184,-1.06,-0.09,-0.28,-58.77,2.79,-2.21,813
185,-1.06,-0.06,-0.28,-58.62,2.92,-3.46,1737
186,-1.05,-0.1,-0.28,-58.62,2.82,-8.79,2052
187,-1.05,-0.11,-0.28,-58.76,2.74,0.27,1890
188,-1.05,-0.1,-0.29,-58.86,2.66,0.45,2065
189,-1.05,-0.1,-0.28,-59.34,2.82,0.4,579
190,-1.06,-0.11,-0.28,-58.99,2.59,0.49,983
191,-1.05,-0.11,-0.27,-59.08,2.81,0.11,1006
192,-1.04,-0.1,-0.28,-59.4,2.79,0.44,1037
193,-1.05,-0.1,-0.28,-58.56,2.68,0.33,1014
194,-1.05,-0.11,-0.28,-58.66,2.63,0.32,1037
195,-1.05,-0.1,-0.28,-58.56,2.72,0.35,991
196,-1.05,-0.1,-0.29,-58.98,2.64,0.37,1008
197,-1.05,-0.1,-0.28,-59.04,2.73,0.42,1031
198,-1.05,-0.11,-0.28,-58.75,2.67,0.95,967
199,-1.05,-0.1,-0.27,-58.92,2.72,0.51,919
200,-1.05,-0.1,-0.28,-58.95,2.76,0.6,993
201,-1.05,-0.1,-0.28,-59.07,2.7,0.53,1037
202,-1.05,-0.1,-0.29,-58.89,2.73,0.54,988
203,-1.05,-0.1,-0.28,-59.03,2.58,3.07,1079
204,-1.05,-0.09,-0.28,-58.86,2.54,1.53,1106
205,-1.05,-0.1,-0.28,-58.9,2.75,0.5,996
206,-1.06,-0.1,-0.28,-58.82,2.66,1.05,1159
207,-1.05,-0.11,-0.27,-59.0,2.56,14.53,1388
208,-1.06,0.02,-0.28,-58.57,2.96,-12.79,1240
209,-1.05,-0.09,-0.28,-58.79,3.15,-1.74,826
210,-1.04,-0.09,-0.28,-58.73,2.82,-3.43,3209
211,-1.05,-0.09,-0.28,-58.53,2.55,-6.95,1303
212,-1.05,-0.12,-0.28,-58.44,2.66,-11.37,1629
213,-1.05,-0.13,-0.28,-58.45,2.95,-16.98,1457
214,-1.04,-0.17,-0.27,-58.11,2.76,-23.14,959
215,-1.03,-0.22,-0.27,-58.47,2.92,-29.47,195
216,-1.02,-0.28,-0.28,-57.82,3.02,-36.49,-1039
217,-0.99,-0.35,-0.28,-57.59,3.58,-43.94,-2678
218,-0.96,-0.44,-0.27,-57.2,3.41,-50.85,-4697
219,-0.91,-0.52,-0.26,-57.03,3.56,-58.69,-7143
220,-0.84,-0.6,-0.24,-57.0,3.45,-66.11,-9965
221,-0.76,-0.72,-0.25,-56.84,3.09,-71.98,-12980
222,-0.67,-0.85,-0.25,-56.47,3.15,-76.11,-16344
223,-0.53,-0.88,-0.21,-56.15,3.32,-80.37,-19971
224,-0.4,-0.96,-0.2,-56.86,3.79,-84.78,-23666
225,-0.26,-1.02,-0.18,-56.15,3.88,-88.01,-27124
226,-0.09,-1.0,-0.16,-56.11,4.29,-91.63,-29671
227,0.08,-0.99,-0.13,-56.02,3.65,-94.4,-31632
228,0.27,-0.94,-0.11,-55.79,3.26,-96.63,-32871
229,0.42,-0.9,-0.11,-55.28,4.22,-98.3,-33387
230,0.57,-0.8,-0.07,-55.4,4.18,-102.69,-32841
231,0.73,-0.68,-0.01,-55.19,5.18,-108.69,-31408
232,0.83,-0.48,-0.02,-55.48,3.33,-115.95,-24779
233,0.92,-0.28,-0.0,-55.36,3.53,-121.28,-19874
234,0.96,-0.07,0.04,-54.78,4.84,-127.01,-13585
235,0.94,0.19,0.03,-54.66,5.41,-133.35,-6372
236,0.87,0.43,-0.0,-54.18,3.83,-139.95,1610
237,0.75,0.68,0.0,-54.62,4.86,-151.9,10611
238,0.52,0.85,-0.05,-53.54,4.51,-165.11,19783
239,0.29,0.97,-0.11,-53.18,4.49,-175.81,27985
240,-0.1,1.01,-0.17,-53.25,4.41,-181.05,35179
241,-0.42,0.97,-0.22,-52.82,3.78,-183.63,40605
242,-0.64,0.74,-0.22,-53.28,5.05,-181.53,42523
243,-0.84,0.47,-0.2,-53.34,5.78,-182.36,41215
244,-0.98,0.13,-0.25,-53.34,4.98,-179.03,36508
245,-0.96,-0.15,-0.28,-52.89,4.97,-178.74,28273
246,-0.88,-0.49,-0.23,-53.87,6.23,-177.38,17740
247,-0.62,-0.64,-0.14,-53.57,5.02,-175.56,5682
248,-0.42,-0.88,-0.2,-53.66,5.35,-173.55,-6355
249,-0.11,-0.93,-0.16,-53.15,4.9,-174.86,-16732
250,0.19,-0.97,-0.16,-53.56,3.68,-177.18,-25224
251,0.49,-0.88,-0.07,-52.96,5.23,-185.81,-31008
252,0.82,-0.63,-0.04,-52.84,4.36,-197.53,-33297
253,0.98,-0.33,0.06,-52.63,5.71,-208.49,-27025
254,1.05,0.05,0.0,-51.88,7.53,-216.17,-18150
255,0.97,0.45,0.03,-51.57,4.23,-230.93,-6383
256,0.66,0.82,-0.05,-50.79,7.3,-246.34,8087
257,0.25,0.91,-0.06,-50.88,5.87,-250.34,22106
258,-0.24,0.99,-0.17,-49.83,7.27,-250.34,34106
259,-0.55,0.71,-0.1,-50.37,6.54,-250.34,41500
260,-0.89,0.33,-0.22,-50.82,6.37,-250.34,41560
261,-0.98,-0.13,-0.34,-50.59,2.16,-250.34,34637
262,-0.76,-0.62,-0.25,-52.05,6.9,-250.34,21415
263,-0.35,-0.86,-0.18,-51.13,6.13,-247.85,4681
264,0.02,-1.1,-0.2,-51.49,4.7,-243.38,-11790
265,0.43,-0.84,-0.07,-51.27,6.57,-241.63,-24867
266,0.76,-0.65,-0.04,-51.74,4.83,-238.46,-32099
267,0.98,-0.3,0.04,-51.25,4.95,-234.25,-32727
268,1.07,0.14,0.11,-52.4,7.46,-231.5,-27025
269,0.9,0.46,-0.02,-51.71,6.88,-225.63,-16118
270,0.6,0.69,-0.04,-51.44,4.66,-219.86,-1795
271,0.24,0.98,-0.02,-52.34,5.34,-217.95,13327
272,-0.13,0.99,-0.09,-50.92,6.58,-219.66,26622
273,-0.5,0.86,-0.24,-51.42,5.92,-219.39,36720
274,-0.83,0.55,-0.22,-51.72,5.37,-221.84,41000
275,-0.93,0.18,-0.2,-51.66,5.28,-221.53,35511
276,-0.95,-0.28,-0.3,-52.26,4.41,-219.36,24851
277,-0.79,-0.67,-0.26,-51.69,5.51,-218.6,11114
278,-0.44,-0.86,-0.19,-51.85,4.87,-214.88,-3569
279,-0.07,-1.0,-0.1,-52.21,5.81,-216.72,-16941
280,0.28,-0.86,-0.08,-52.67,4.08,-212.16,-27071
281,0.62,-0.88,-0.06,-51.95,6.1,-207.79,-32611
282,0.96,-0.54,0.03,-52.6,5.96,-207.63,-32973
283,1.01,-0.18,0.06,-52.28,5.82,-204.31,-28356
284,0.98,0.18,-0.01,-51.95,2.69,-199.08,-19936
285,0.89,0.53,-0.06,-52.5,3.62,-193.76,-8151
286,0.66,0.74,0.01,-52.71,4.91,-190.36,5449
287,0.32,0.9,-0.03,-53.29,5.36,-186.35,17931
288,0.05,0.91,-0.06,-53.28,5.01,-183.93,28911
289,-0.34,0.94,-0.1,-52.98,4.69,-181.79,37127
290,-0.65,0.77,-0.22,-53.0,4.52,-181.97,40971
291,-0.82,0.49,-0.24,-52.92,4.6,-182.28,41746
292,-0.94,0.22,-0.26,-53.5,4.93,-181.98,38362
293,-0.97,-0.14,-0.27,-52.98,4.56,-181.81,31613
294,-0.81,-0.42,-0.23,-52.44,2.63,-182.15,22099
295,-0.69,-0.74,-0.27,-52.78,3.97,-184.08,10657
296,-0.38,-0.85,-0.19,-53.42,5.48,-186.32,-13148
297,-0.09,-0.97,-0.15,-52.5,4.15,-185.96,-22539
298,0.26,-0.97,-0.12,-53.36,5.08,-186.31,-29533
299,0.5,-0.83,-0.08,-52.91,6.49,-186.24,-32933
300,0.79,-0.6,-0.06,-52.81,2.91,-187.01,-32418
301,0.99,-0.31,-0.02,-53.57,5.45,-183.82,-28290
302,1.01,0.01,-0.0,-53.38,5.14,-179.85,-20613
303,0.93,0.33,-0.02,-53.43,4.08,-175.89,-10119
304,0.78,0.6,-0.01,-53.92,5.02,-170.89,1465
305,0.49,0.81,-0.07,-56.42,2.83,-168.33,13207
306,0.28,0.97,-0.08,-56.27,5.28,-166.06,23802
307,-0.03,0.97,-0.11,-56.34,6.16,-162.48,32321
308,-0.31,0.92,-0.19,-57.1,3.45,-161.18,38748
309,-0.58,0.77,-0.18,-56.72,4.72,-161.74,41658
310,-0.8,0.58,-0.22,-57.12,5.54,-162.57,41806
311,-0.94,0.31,-0.25,-56.75,4.21,-162.01,39004
312,-0.97,0.04,-0.28,-52.66,4.76,-162.54,33187
313,-0.94,-0.25,-0.29,-53.34,3.85,-164.19,24818
314,-0.87,-0.55,-0.25,-50.47,3.84,-164.25,14922
315,-0.66,-0.76,-0.22,-56.27,4.27,-165.08,4706
316,-0.38,-0.9,-0.2,-51.72,5.66,-165.72,-6235
317,-0.12,-1.02,-0.17,-59.95,3.98,-164.34,-24860
318,0.17,-0.99,-0.12,-51.89,4.89,-165.25,-30802
319,0.45,-0.91,-0.08,-51.63,6.03,-163.61,-33422
320,0.62,-0.74,-0.1,-53.32,3.67,-162.26,-33009
321,0.82,-0.49,-0.05,-52.29,3.33,-159.78,-29936
322,0.96,-0.24,0.01,-51.23,5.87,-158.34,-24071
323,0.98,0.07,-0.01,-51.25,3.28,-155.85,-16034
324,0.91,0.35,0.0,-51.56,3.8,-153.82,-6255
325,0.79,0.6,-0.01,-54.07,4.95,-150.53,4941
326,0.57,0.74,-0.03,-54.08,2.95,-150.65,15119
327,0.33,0.93,-0.11,-54.31,4.05,-151.49,23869
328,0.1,0.93,-0.14,-53.56,5.26,-154.12,31457
329,-0.21,0.95,-0.16,-54.11,4.11,-159.06,37900
330,-0.49,0.85,-0.19,-53.88,4.69,-162.37,41868
331,-0.73,0.67,-0.25,-53.97,4.65,-165.05,42675
332,-0.88,0.45,-0.24,-53.44,3.83,-167.23,40753
333,-0.97,0.17,-0.28,-52.99,4.69,-168.55,36139
334,-0.97,-0.16,-0.29,-53.4,4.02,-169.2,28466
335,-0.89,-0.44,-0.23,-53.57,5.47,-169.88,18725
336,-0.74,-0.73,-0.24,-52.86,4.46,-170.61,7778
337,-0.43,-0.82,-0.16,-54.92,6.92,-174.24,-3243
338,-0.17,-0.99,-0.15,-53.34,4.43,-172.65,-22744
339,0.16,-0.98,-0.14,-53.77,4.27,-174.59,-29588
340,0.47,-0.83,-0.13,-53.09,4.07,-174.61,-32747
341,0.71,-0.76,-0.05,-53.83,3.85,-173.6,-32843
342,0.89,-0.5,0.04,-53.56,7.78,-170.94,-29833
343,1.0,-0.14,0.02,-53.83,5.04,-170.03,-23261
344,0.99,0.14,-0.01,-53.98,6.44,-166.27,-14830
345,0.93,0.41,0.03,-54.31,8.76,-163.96,-4275
346,0.69,0.65,-0.03,-53.63,3.16,-163.48,7304
347,0.46,0.84,-0.07,-53.11,3.59,-163.81,17802
348,0.24,0.91,-0.06,-53.6,6.06,-162.68,27203
349,-0.11,0.98,-0.11,-54.0,4.24,-161.49,34839
350,-0.36,0.88,-0.17,-53.85,4.65,-161.85,40004
351,-0.66,0.79,-0.25,-53.89,4.25,-162.21,42261
352,-0.81,0.51,-0.22,-53.24,4.68,-161.92,41318
353,-0.95,0.25,-0.25,-53.07,4.63,-161.11,37816
354,-1.02,-0.01,-0.28,-53.37,4.39,-160.34,31543
355,-0.96,-0.31,-0.26,-53.34,4.06,-159.89,22735
356,-0.83,-0.56,-0.27,-53.29,4.49,-159.37,12289
357,-0.61,-0.76,-0.21,-53.44,5.07,-160.05,1140
358,-0.42,-0.95,-0.2,-53.67,4.6,-159.08,-8716
359,-0.16,-1.02,-0.14,-53.41,5.26,-159.6,-17597
360,0.19,-1.02,-0.11,-53.19,4.7,-159.68,-30842
361,0.41,-0.89,-0.13,-53.1,5.08,-159.4,-33182
362,0.69,-0.8,-0.06,-53.03,4.76,-160.9,-32785
363,0.86,-0.53,0.02,-53.36,5.04,-161.68,-29338
364,0.96,-0.22,0.01,-53.0,4.22,-160.81,-23824
365,0.98,0.06,-0.03,-53.37,4.4,-158.36,-15973
366,0.88,0.38,-0.01,-51.18,4.54,-157.24,-5956
367,0.72,0.58,-0.04,-51.64,3.84,-156.3,5413
368,0.54,0.78,-0.06,-58.56,3.63,-155.73,15551
369,0.34,0.96,-0.05,-53.85,4.92,-156.52,24624
370,0.04,1.02,-0.14,-53.39,4.15,-159.26,32757
371,-0.25,0.98,-0.2,-53.17,4.63,-162.95,38633
372,-0.51,0.8,-0.13,-53.05,4.4,-168.78,41975
373,-0.77,0.67,-0.29,-54.02,4.14,-169.84,42585
374,-0.91,0.36,-0.27,-53.2,4.13,-170.87,39810
375,-1.05,0.09,-0.31,-53.18,4.5,-171.95,34276
376,-0.94,-0.27,-0.24,-53.57,4.78,-172.77,25956
377,-0.83,-0.55,-0.25,-52.89,4.66,-174.18,15646
378,-0.63,-0.79,-0.21,-54.03,7.59,-176.98,4365
379,-0.34,-0.94,-0.18,-53.06,2.66,-175.95,-7357
380,-0.01,-0.98,-0.12,-53.39,5.27,-180.44,-17302
381,0.27,-0.98,-0.11,-53.42,5.08,-181.25,-31076
382,0.59,-0.82,-0.04,-53.16,4.69,-182.31,-32943
383,0.81,-0.59,-0.01,-53.25,5.77,-182.79,-31584
384,0.98,-0.33,0.04,-52.89,5.79,-182.59,-26762
385,1.0,0.05,-0.02,-53.27,6.66,-183.02,-18349
386,0.92,0.38,-0.0,-52.68,3.95,-183.67,-7414
387,0.77,0.64,-0.04,-53.45,5.46,-186.53,4247
388,0.49,0.85,-0.08,-52.93,4.24,-188.82,16116
389,0.13,1.02,-0.1,-52.53,5.47,-192.28,27429
390,-0.19,0.98,-0.13,-53.16,4.69,-196.67,36113
391,-0.51,0.86,-0.2,-52.96,5.27,-199.82,40886
392,-0.78,0.59,-0.2,-52.27,6.07,-202.5,42315
393,-0.93,0.24,-0.28,-52.58,4.86,-203.89,39292
394,-1.0,-0.12,-0.24,-52.0,5.83,-201.88,32020
395,-0.81,-0.45,-0.22,-52.33,5.22,-202.15,21411
396,-0.7,-0.94,-0.31,-52.63,4.2,-199.95,8543
397,-0.31,-1.03,-0.18,-53.04,5.24,-198.62,-4622
398,0.09,-1.03,-0.12,-52.17,7.04,-196.99,-16971
399,0.37,-0.93,-0.13,-52.58,3.0,-196.16,-27115
400,0.68,-0.69,-0.05,-52.7,5.1,-195.69,-32332
401,0.94,-0.51,0.07,-52.66,5.76,-194.89,-33477
402,0.97,-0.13,0.02,-52.66,5.11,-191.98,-22727
403,0.93,0.22,0.02,-53.08,5.79,-189.37,-12464
404,0.88,0.56,0.04,-52.98,4.69,-188.33,-186
405,0.59,0.72,-0.04,-52.44,5.02,-186.64,12548
406,0.33,0.98,-0.0,-52.95,5.44,-188.68,23977
407,-0.02,0.98,-0.14,-52.44,5.29,-194.33,33205
408,-0.38,0.92,-0.13,-52.02,7.27,-199.55,39998
409,-0.6,0.69,-0.17,-52.55,6.47,-201.5,42701
410,-0.89,0.42,-0.25,-51.92,4.66,-201.82,41130
411,-0.97,0.06,-0.23,-52.4,6.37,-200.45,35005
412,-0.91,-0.27,-0.29,-52.71,3.57,-200.15,24939
413,-0.78,-0.66,-0.26,-52.95,7.6,-199.62,12296
414,-0.47,-0.88,-0.2,-52.6,4.56,-196.19,-1032
415,-0.15,-0.99,-0.15,-53.74,5.85,-196.49,-13807
416,0.21,-0.96,-0.12,-52.27,4.79,-192.91,-24037
417,0.5,-0.99,-0.08,-52.86,5.83,-191.95,-30453
418,0.78,-0.62,-0.03,-53.15,5.53,-193.21,-33131
419,1.02,-0.38,0.05,-53.57,5.5,-191.85,-31596
420,1.03,-0.01,0.03,-53.29,5.68,-188.73,-26033
421,0.94,0.3,-0.01,-52.92,5.21,-186.34,-16855
