ID,gForceX,gForceY,gForceZ,rotX,rotY,rotZ,rawWeight
422,0.82,0.58,0.03,-53.16,5.13,-183.89,-5729
423,0.52,0.84,-0.04,-52.98,5.62,-183.84,6669
424,0.22,0.97,-0.07,-53.11,4.29,-185.15,29199
425,-0.05,0.93,-0.09,-53.05,5.57,-189.01,37143
426,-0.44,0.87,-0.15,-53.08,5.27,-192.5,41811
427,-0.71,0.66,-0.18,-52.87,6.25,-195.99,42160
428,-0.91,0.35,-0.28,-52.44,4.18,-197.34,38905
429,-0.97,0.03,-0.25,-52.52,4.77,-197.83,31344
430,-0.9,-0.33,-0.24,-52.69,5.41,-196.58,20322
431,-0.76,-0.68,-0.3,-52.81,4.34,-195.42,7514
432,-0.43,-0.82,-0.22,-52.48,5.33,-193.96,-5036
433,-0.09,-1.05,-0.17,-52.28,6.67,-193.87,-16604
434,0.24,-0.88,-0.09,-52.9,1.75,-193.88,-25925
435,0.58,-0.88,-0.08,-52.42,6.98,-191.46,-32015
436,0.86,-0.65,0.03,-52.27,5.36,-193.28,-33370
437,1.0,-0.32,0.01,-53.35,6.93,-191.36,-30344
438,1.07,0.07,0.02,-52.7,6.73,-189.66,-24435
439,1.0,0.4,0.05,-53.18,6.52,-187.88,-14740
440,0.71,0.68,-0.05,-52.6,4.58,-186.95,-2349
441,0.44,0.87,-0.01,-52.73,5.95,-185.92,11159
442,0.1,1.0,-0.13,-52.66,4.39,-186.32,22272
443,-0.26,1.0,-0.18,-52.08,5.78,-188.05,31525
444,-0.47,0.82,-0.23,-52.81,4.01,-187.6,38730
445,-0.75,0.64,-0.22,-52.67,5.01,-190.34,41350
446,-1.0,0.3,-0.28,-52.81,4.34,-189.42,36937
447,-0.94,-0.03,-0.22,-52.51,5.44,-189.65,28793
448,-0.84,-0.35,-0.2,-53.05,5.87,-189.54,17821
449,-0.77,-0.73,-0.22,-53.0,4.32,-188.14,5388
450,-0.5,-0.9,-0.19,-52.99,4.8,-187.79,-7296
451,-0.19,-0.8,-0.27,-53.64,3.98,-185.47,-18476
452,0.21,-1.1,-0.09,-52.8,4.83,-184.13,-27077
453,0.52,-0.9,-0.03,-52.56,6.15,-182.93,-32053
454,0.76,-0.73,0.03,-52.81,6.93,-180.91,-33383
455,0.9,-0.42,-0.03,-53.18,3.4,-179.67,-30631
456,0.91,-0.13,-0.03,-52.56,6.08,-177.49,-24616
457,0.94,0.25,-0.02,-53.27,5.12,-176.63,-15919
458,0.84,0.57,-0.03,-52.99,4.11,-175.69,-4938
459,0.61,0.78,-0.09,-53.59,5.69,-172.93,7063
460,0.37,0.85,-0.04,-53.17,4.94,-171.05,18622
461,0.03,0.97,-0.06,-53.47,3.68,-171.63,28172
462,-0.25,0.97,-0.17,-52.93,4.88,-172.4,35722
463,-0.52,0.83,-0.2,-53.08,4.76,-173.93,40524
464,-0.79,0.6,-0.25,-53.31,4.34,-175.56,42270
465,-0.96,0.33,-0.23,-53.15,5.24,-176.25,40582
466,-0.96,0.02,-0.26,-53.08,4.18,-177.66,27590
467,-0.9,-0.3,-0.28,-53.83,3.83,-179.04,17070
468,-0.79,-0.65,-0.26,-52.95,4.12,-179.46,5521
469,-0.55,-0.81,-0.23,-52.96,4.69,-180.5,-6512
470,-0.25,-0.94,-0.23,-52.73,5.89,-176.32,-17343
471,0.09,-0.96,-0.1,-52.96,2.34,-182.22,-25914
472,0.39,-0.93,-0.06,-53.11,6.07,-179.66,-31464
473,0.64,-0.74,0.0,-53.66,6.25,-179.63,-33387
474,0.89,-0.5,-0.01,-52.66,4.47,-178.92,-31778
475,1.0,-0.23,-0.02,-53.41,3.64,-177.59,-26884
476,0.95,0.09,0.06,-53.22,5.28,-176.31,-18679
477,0.93,0.38,-0.0,-52.93,3.67,-174.9,-7863
478,0.71,0.65,-0.02,-52.99,4.79,-173.69,4148
479,0.44,0.9,-0.07,-53.29,4.15,-173.8,15341
480,0.15,0.94,-0.14,-53.23,4.92,-173.46,25302
481,-0.17,0.97,-0.17,-52.73,4.92,-173.27,34196
482,-0.4,0.8,-0.07,-52.9,6.34,-174.92,40221
483,-0.72,0.68,-0.2,-52.91,4.65,-176.15,42311
484,-0.87,0.42,-0.28,-52.43,3.79,-176.49,41413
485,-0.97,0.1,-0.31,-53.14,3.49,-176.83,37050
486,-0.96,-0.26,-0.27,-52.89,4.45,-176.88,29603
487,-0.84,-0.56,-0.28,-53.59,4.34,-176.85,19405
488,-0.64,-0.79,-0.24,-52.99,5.19,-177.68,-3817
489,-0.39,-1.0,-0.16,-53.48,8.16,-182.09,-14629
490,-0.08,-1.01,-0.17,-52.62,3.41,-176.73,-23638
491,0.25,-0.99,-0.09,-53.42,5.41,-176.26,-30247
492,0.56,-0.93,-0.09,-52.98,6.79,-173.01,-33139
493,0.79,-0.58,-0.03,-53.03,4.55,-176.14,-32575
494,0.91,-0.34,-0.05,-53.35,5.82,-175.11,-28733
495,1.01,-0.03,0.0,-53.29,5.69,-173.69,-21535
496,0.9,0.24,-0.03,-53.47,4.37,-171.6,-12026
497,0.83,0.51,0.04,-53.34,7.47,-170.25,-1084
498,0.6,0.76,-0.05,-53.28,4.22,-171.63,10815
499,0.37,0.96,-0.08,-53.04,4.06,-171.34,21426
500,0.07,1.07,-0.15,-53.5,5.49,-174.03,30250
501,-0.29,0.96,-0.12,-53.55,4.63,-175.0,37633
502,-0.59,0.86,-0.23,-52.37,6.41,-178.39,41610
503,-0.82,0.56,-0.22,-52.89,4.15,-181.15,42072
504,-0.93,0.26,-0.3,-52.84,4.09,-181.29,39517
505,-0.97,-0.05,-0.27,-52.7,4.17,-181.96,33435
506,-0.88,-0.37,-0.24,-52.39,5.21,-183.45,24311
507,-0.74,-0.67,-0.24,-53.31,4.11,-184.18,13035
508,-0.44,-0.87,-0.18,-52.98,6.34,-183.86,1100
509,-0.18,-1.02,-0.22,-52.53,3.22,-181.66,-21268
510,0.16,-1.03,-0.09,-53.1,5.39,-182.59,-28898
511,0.47,-0.93,-0.08,-52.28,5.5,-180.66,-32711
512,0.72,-0.68,-0.05,-53.02,3.37,-180.75,-32750
513,0.94,-0.44,-0.02,-53.15,4.67,-177.69,-29636
514,0.96,-0.12,0.01,-53.08,5.0,-175.21,-23153
515,0.95,0.22,-0.05,-53.05,4.35,-172.43,-13991
516,0.81,0.48,-0.02,-53.69,5.66,-169.07,-2430
517,0.66,0.71,-0.03,-52.97,2.59,-168.44,9293
518,0.43,0.84,-0.04,-53.04,4.21,-166.6,19823
519,0.06,0.98,-0.12,-53.21,5.47,-169.79,29325
520,-0.16,0.96,-0.08,-52.76,4.03,-172.11,36719
521,-0.46,0.89,-0.12,-52.11,4.48,-175.43,41431
522,-0.74,0.64,-0.22,-52.58,4.93,-177.62,42720
523,-0.91,0.37,-0.25,-52.27,5.3,-177.85,40486
524,-1.01,0.07,-0.27,-52.11,5.45,-179.37,35290
525,-0.95,-0.29,-0.28,-52.37,4.47,-179.29,26613
526,-0.81,-0.58,-0.27,-52.5,4.68,-180.24,15778
527,-0.6,-0.8,-0.21,-52.37,5.5,-181.08,4194
528,-0.32,-0.99,-0.2,-52.5,4.93,-180.93,-7292
529,0.02,-0.93,-0.17,-53.14,4.44,-183.19,-18081
530,0.34,-0.95,-0.11,-52.43,4.89,-183.27,-31657
531,0.63,-0.8,-0.07,-53.02,4.4,-182.65,-33059
532,0.83,-0.57,0.01,-53.34,5.65,-181.69,-30984
533,0.97,-0.22,-0.02,-53.04,5.42,-180.58,-25502
534,0.98,0.09,0.01,-52.31,4.47,-177.47,-16957
535,0.91,0.41,-0.01,-53.32,6.55,-174.09,-5805
536,0.73,0.63,-0.01,-52.73,3.8,-171.56,6054
537,0.49,0.88,-0.06,-53.49,4.57,-170.32,17355
538,0.15,0.92,-0.14,-52.69,5.15,-167.69,27123
539,-0.08,0.98,-0.15,-54.31,4.28,-166.76,34835
540,-0.42,0.89,-0.19,-53.34,3.93,-167.27,40094
541,-0.67,0.76,-0.27,-52.71,4.35,-169.76,42420
542,-0.83,0.5,-0.26,-53.34,4.89,-171.73,41142
543,-0.96,0.2,-0.28,-53.44,4.4,-172.37,37091
544,-0.94,-0.13,-0.25,-53.04,6.21,-172.31,29956
545,-0.91,-0.42,-0.24,-53.1,5.31,-172.63,19988
546,-0.73,-0.7,-0.25,-53.43,4.25,-174.32,8910
547,-0.44,-0.87,-0.18,-53.91,5.59,-176.55,-2636
548,-0.22,-0.99,-0.17,-53.01,5.34,-178.18,-13225
549,0.11,-0.96,-0.16,-52.78,4.31,-179.31,-22356
550,0.43,-0.85,-0.11,-52.92,4.22,-180.08,-29538
551,0.7,-0.71,-0.07,-52.75,3.33,-180.73,-32973
552,0.9,-0.45,0.01,-53.31,6.18,-179.67,-28801
553,1.01,-0.11,0.06,-52.71,3.75,-179.18,-22050
554,0.97,0.19,0.04,-52.55,3.11,-177.11,-13388
555,0.89,0.45,0.08,-52.86,4.92,-174.73,-2069
556,0.63,0.7,-0.03,-52.85,4.89,-175.44,10702
557,0.36,0.85,-0.05,-52.87,4.5,-175.32,21955
558,0.08,1.0,-0.16,-53.24,3.58,-178.05,30970
559,-0.2,0.99,-0.12,-52.54,4.86,-181.27,37922
560,-0.54,0.8,-0.16,-52.46,6.95,-181.97,41854
561,-0.77,0.59,-0.19,-52.95,5.34,-183.4,42393
562,-0.92,0.29,-0.2,-52.72,5.17,-182.88,38970
563,-0.98,-0.05,-0.26,-52.53,6.43,-182.07,32204
564,-0.93,-0.34,-0.25,-52.82,4.98,-181.65,22371
565,-0.79,-0.63,-0.26,-53.39,4.5,-180.69,10678
566,-0.58,-0.99,-0.25,-53.27,5.15,-178.41,-1691
567,-0.23,-1.01,-0.17,-53.46,5.01,-175.14,-12832
568,0.12,-1.01,-0.1,-52.05,5.7,-174.99,-22626
569,0.36,-0.93,-0.1,-52.9,3.74,-174.03,-29895
570,0.65,-0.78,-0.05,-52.87,4.69,-173.24,-32774
571,0.85,-0.52,-0.01,-53.4,4.6,-175.15,-32933
572,0.94,-0.2,-0.03,-53.27,3.69,-174.72,-29584
573,0.95,0.11,-0.05,-53.08,3.11,-174.91,-13779
574,0.85,0.39,-0.05,-53.61,5.61,-174.17,-3268
575,0.78,0.65,-0.0,-52.91,5.47,-174.53,8499
576,0.47,0.86,-0.06,-53.04,6.71,-175.73,19815
577,0.19,0.98,-0.13,-52.41,4.98,-177.93,29106
578,-0.16,0.98,-0.13,-52.83,4.66,-179.74,36647
579,-0.49,0.86,-0.21,-52.38,4.69,-181.79,41287
580,-0.72,0.66,-0.22,-52.7,4.71,-184.75,42328
581,-0.9,0.42,-0.26,-52.31,4.18,-185.88,39892
582,-0.98,0.03,-0.27,-52.49,5.09,-184.34,33764
583,-0.98,-0.3,-0.27,-52.53,4.04,-183.7,24543
584,-0.82,-0.56,-0.26,-52.98,5.69,-184.92,12565
585,-0.63,-0.95,-0.26,-52.83,3.79,-184.99,16
586,-0.27,-0.93,-0.15,-52.73,4.95,-184.96,-11133
587,0.06,-0.95,-0.18,-52.55,4.0,-184.58,-20896
588,0.37,-0.96,-0.11,-52.89,4.7,-182.97,-28686
589,0.67,-0.78,-0.04,-52.69,5.48,-182.66,-32786
590,0.91,-0.54,0.02,-52.32,6.08,-182.31,-32906
591,1.01,-0.2,0.03,-52.0,5.67,-182.27,-29344
592,0.92,0.17,-0.04,-52.57,6.79,-181.47,-22144
593,0.91,0.46,0.03,-52.79,3.99,-181.06,-12357
594,0.72,0.74,0.02,-52.93,7.58,-181.73,11759
595,0.42,0.9,-0.1,-52.92,4.96,-181.84,22587
596,0.04,0.99,-0.14,-53.02,5.02,-183.21,31916
597,-0.25,0.94,-0.16,-52.26,5.82,-183.12,39000
598,-0.56,0.85,-0.25,-52.67,3.47,-186.19,42373
599,-0.77,0.56,-0.28,-52.38,4.11,-186.37,41700
600,-0.94,0.27,-0.27,-52.63,4.67,-185.16,37654
601,-0.95,-0.05,-0.29,-52.73,4.16,-183.8,29554
602,-0.92,-0.4,-0.25,-52.29,4.71,-182.86,18900
603,-0.71,-0.67,-0.25,-53.14,5.43,-183.47,6824
604,-0.47,-0.89,-0.22,-53.0,5.26,-182.78,-5275
605,-0.16,-0.96,-0.15,-52.74,6.22,-181.16,-16299
606,0.13,-1.02,-0.11,-52.62,4.18,-179.05,-25215
607,0.46,-0.9,-0.07,-52.5,4.94,-179.59,-30988
608,0.71,-0.62,-0.14,-52.58,3.02,-181.41,-33200
609,0.9,-0.43,0.01,-52.79,4.4,-181.77,-31740
610,1.0,-0.09,-0.02,-52.85,6.05,-181.63,-26885
611,1.0,0.18,0.05,-53.08,5.79,-180.18,-18728
612,0.81,0.5,0.02,-52.03,2.98,-180.95,-8453
613,0.64,0.76,0.01,-51.98,6.47,-178.53,3836
614,0.33,0.93,-0.1,-52.41,4.25,-179.24,15344
615,0.04,1.03,-0.13,-51.77,4.95,-178.4,34549
616,-0.29,0.94,-0.12,-51.95,5.63,-179.64,40372
617,-0.56,0.75,-0.17,-52.11,4.5,-179.16,42371
618,-0.83,0.57,-0.25,-51.92,4.6,-178.79,40753
619,-0.93,0.27,-0.27,-52.06,4.12,-177.73,35798
620,-0.98,-0.08,-0.24,-52.27,5.08,-178.01,27597
621,-0.89,-0.36,-0.23,-52.44,5.1,-177.34,17531
622,-0.76,-0.62,-0.22,-52.09,5.29,-177.09,5899
623,-0.53,-0.9,-0.22,-51.74,4.76,-176.29,-6022
624,-0.2,-1.04,-0.16,-51.38,6.27,-175.08,-16579
625,0.12,-0.93,-0.15,-52.68,2.92,-174.94,-25225
626,0.42,-0.95,-0.04,-52.02,6.02,-174.07,-30938
627,0.66,-0.72,-0.04,-52.24,4.0,-176.93,-33487
628,0.9,-0.56,0.03,-52.89,5.09,-176.82,-32081
629,1.04,-0.21,0.07,-52.97,6.47,-177.94,-27775
630,0.99,0.11,-0.0,-52.49,6.28,-177.83,-20628
631,0.78,0.44,-0.05,-52.66,4.18,-178.82,-10577
632,0.74,0.69,-0.03,-52.6,4.75,-178.53,1612
633,0.43,0.89,-0.05,-53.1,4.28,-179.45,13497
634,0.18,0.97,-0.11,-52.49,4.39,-177.93,23811
635,-0.21,1.01,-0.18,-52.88,4.59,-179.98,32703
636,-0.48,0.8,-0.16,-52.4,5.34,-179.79,42368
637,-0.74,0.65,-0.2,-52.6,5.4,-180.86,41730
638,-0.94,0.35,-0.28,-52.9,4.27,-180.45,37445
639,-0.97,0.0,-0.26,-52.82,3.95,-178.71,30166
640,-0.93,-0.33,-0.26,-52.92,5.38,-177.02,19544
641,-0.75,-0.56,-0.21,-52.8,4.29,-177.24,7224
642,-0.57,-0.82,-0.21,-52.63,4.4,-176.96,-4614
643,-0.27,-1.05,-0.14,-52.63,5.66,-179.33,-14759
644,-0.01,-1.02,-0.16,-53.08,4.4,-175.84,-23467
645,0.33,-0.99,-0.12,-52.53,4.3,-175.35,-30044
646,0.6,-0.72,-0.08,-52.76,3.42,-179.05,-33129
647,0.86,-0.55,-0.01,-52.64,3.46,-178.98,-32528
648,0.93,-0.28,0.01,-52.82,4.59,-179.05,-28388
649,0.98,0.03,0.01,-52.13,5.0,-178.25,-21202
650,0.92,0.34,0.04,-52.53,6.18,-178.28,-11677
651,0.77,0.67,0.0,-52.95,6.64,-179.12,-100
652,0.56,0.91,-0.03,-52.74,4.61,-180.2,12469
653,0.17,0.98,-0.1,-52.22,3.51,-181.08,23003
654,-0.11,0.92,-0.1,-51.79,5.54,-181.93,32092
655,-0.46,0.89,-0.22,-52.44,4.15,-185.57,38881
656,-0.72,0.68,-0.23,-51.95,5.54,-187.14,42017
657,-0.93,0.38,-0.26,-52.47,4.6,-187.08,37419
658,-1.0,0.03,-0.29,-52.13,4.43,-185.96,29770
659,-0.92,-0.29,-0.26,-52.84,4.16,-185.49,19204
660,-0.82,-0.6,-0.23,-52.6,5.26,-183.58,7054
661,-0.57,-0.79,-0.23,-52.64,4.79,-183.18,-5113
662,-0.25,-1.0,-0.17,-52.73,5.43,-182.3,-16179
663,0.03,-0.96,-0.17,-52.89,3.64,-181.47,-25257
664,0.4,-0.94,-0.1,-52.77,4.78,-180.89,-31268
665,0.68,-0.85,-0.06,-52.25,5.78,-179.27,-33324
666,0.9,-0.52,-0.0,-51.81,6.64,-179.14,-31759
667,1.03,-0.25,0.04,-52.56,6.11,-178.93,-26709
668,0.98,0.11,0.01,-52.0,4.16,-179.23,-18794
669,0.96,0.47,0.03,-52.82,6.18,-177.53,-7968
670,0.68,0.73,-0.05,-52.48,3.77,-176.05,3943
671,0.46,0.89,-0.08,-53.02,4.65,-175.45,15362
672,0.14,0.97,-0.11,-53.23,5.71,-176.64,25685
673,-0.2,0.98,-0.18,-52.05,4.98,-177.54,34151
674,-0.46,0.87,-0.16,-52.15,5.56,-179.3,40050
675,-0.71,0.65,-0.16,-52.32,6.87,-180.7,42501
676,-0.92,0.38,-0.23,-52.4,4.66,-181.29,41412
677,-1.0,0.04,-0.26,-52.27,4.8,-180.53,36641
678,-0.94,-0.28,-0.25,-52.69,5.69,-180.04,28680
679,-0.92,-0.62,-0.3,-52.24,2.66,-178.05,5807
680,-0.58,-0.79,-0.19,-52.4,5.38,-178.08,-6098
681,-0.3,-1.0,-0.19,-51.39,4.37,-177.68,-16692
682,0.01,-0.94,-0.17,-52.84,4.76,-177.59,-25145
683,0.32,-0.93,-0.09,-52.62,4.41,-177.79,-31155
684,0.6,-0.79,-0.04,-52.08,5.11,-177.18,-33224
685,0.83,-0.62,-0.03,-52.64,4.78,-177.11,-32099
686,0.96,-0.29,0.01,-52.41,2.86,-178.15,-27200
687,1.04,0.03,0.03,-52.72,6.01,-177.98,-19514
688,0.91,0.36,0.03,-52.36,3.11,-179.13,-9754
689,0.74,0.61,-0.05,-52.17,4.74,-180.06,2045
690,0.51,0.85,-0.01,-52.37,4.31,-180.63,13922
691,0.22,1.0,-0.07,-52.4,5.96,-181.24,24994
692,-0.11,0.96,-0.11,-52.16,5.42,-181.08,33467
693,-0.44,0.89,-0.18,-52.99,4.14,-182.22,39505
694,-0.71,0.67,-0.17,-52.08,5.75,-182.67,42208
695,-0.89,0.4,-0.25,-51.81,5.5,-182.7,41218
696,-0.99,0.11,-0.25,-52.27,5.6,-181.31,36754
697,-0.98,-0.23,-0.28,-52.44,3.31,-181.44,28761
698,-0.83,-0.55,-0.28,-52.43,4.34,-181.38,18139
699,-0.62,-0.73,-0.22,-52.27,4.82,-182.13,5985
700,-0.34,-0.99,-0.22,-52.4,3.9,-180.4,-16488
701,0.0,-1.06,-0.17,-52.17,4.28,-180.85,-25698
702,0.32,-1.04,-0.12,-52.01,6.56,-180.05,-31530
703,0.6,-0.79,-0.06,-52.67,2.97,-181.18,-33273
704,0.87,-0.56,-0.05,-51.93,4.35,-179.82,-31879
705,0.97,-0.29,0.0,-52.75,4.82,-179.88,-26562
706,1.01,0.07,0.04,-52.13,5.49,-180.76,-18293
707,0.98,0.39,0.07,-52.4,7.27,-181.6,-8257
708,0.71,0.66,-0.03,-52.03,3.15,-182.7,3869
709,0.49,0.81,-0.04,-52.12,4.41,-184.96,16282
710,0.14,0.96,-0.06,-51.5,5.31,-185.45,26885
711,-0.18,0.97,-0.09,-51.56,5.12,-187.2,35141
712,-0.53,0.83,-0.21,-52.15,5.65,-187.82,40588
713,-0.75,0.64,-0.27,-52.15,4.6,-189.12,42613
714,-0.95,0.34,-0.27,-52.27,4.97,-189.95,40353
715,-0.98,-0.03,-0.25,-51.97,4.42,-190.76,34539
716,-0.94,-0.37,-0.32,-51.98,3.61,-190.46,25077
717,-0.71,-0.68,-0.22,-51.73,5.31,-190.66,13568
718,-0.49,-0.93,-0.24,-51.98,5.34,-190.23,810
719,-0.17,-1.04,-0.17,-52.0,5.23,-189.06,-11354
720,0.22,-1.04,-0.13,-51.21,7.27,-187.12,-21711
721,0.53,-0.87,-0.08,-52.39,2.91,-188.43,-32809
722,0.78,-0.66,-0.05,-52.36,5.84,-186.49,-32612
723,0.96,-0.38,0.0,-52.44,6.75,-186.91,-28449
724,0.96,-0.07,0.07,-52.31,4.32,-186.29,-20464
725,0.96,0.27,-0.0,-52.98,10.06,-184.31,-9881
726,0.77,0.59,-0.04,-51.69,2.51,-184.62,2043
727,0.51,0.82,-0.05,-53.31,4.48,-182.82,14342
728,0.21,0.94,-0.07,-51.5,5.41,-182.82,25007
729,-0.1,0.97,-0.11,-52.18,4.22,-184.15,34139
730,-0.42,0.92,-0.15,-52.09,6.07,-183.33,40139
731,-0.68,0.69,-0.19,-52.43,4.29,-184.3,42322
732,-0.86,0.43,-0.26,-52.05,4.76,-185.95,40706
733,-0.98,0.12,-0.3,-52.5,4.46,-186.3,35620
734,-0.93,-0.24,-0.25,-52.15,4.98,-185.41,27023
735,-0.82,-0.54,-0.26,-51.97,4.76,-184.92,15878
736,-0.6,-0.73,-0.2,-53.1,6.21,-186.14,3602
737,-0.22,-0.87,-0.19,-52.0,4.33,-181.97,-8721
738,0.01,-1.0,-0.14,-52.45,5.5,-181.05,-18741
739,0.32,-1.02,-0.1,-52.44,5.4,-179.89,-27389
740,0.64,-0.82,-0.04,-52.0,4.87,-180.21,-32082
741,0.84,-0.55,0.02,-52.1,5.91,-180.58,-33192
742,0.92,-0.24,-0.0,-52.21,3.53,-180.15,-24850
743,0.93,0.06,-0.01,-52.2,3.95,-177.86,-15868
744,0.89,0.39,0.02,-52.4,5.65,-177.9,-4459
745,0.72,0.62,-0.03,-52.28,4.61,-177.9,7624
746,0.48,0.86,-0.05,-52.66,5.12,-177.65,18646
747,0.2,0.96,-0.11,-52.68,4.24,-177.68,28674
748,-0.16,1.0,-0.14,-52.08,4.84,-179.56,36754
749,-0.46,0.91,-0.18,-52.11,6.36,-181.56,41276
750,-0.7,0.68,-0.23,-51.7,3.89,-183.02,42503
751,-0.87,0.37,-0.27,-52.07,4.18,-184.38,40193
752,-0.99,0.02,-0.24,-52.05,6.05,-183.55,34055
753,-0.97,-0.27,-0.29,-51.96,3.91,-184.16,24715
754,-0.83,-0.59,-0.26,-52.13,4.66,-185.44,13219
755,-0.59,-0.82,-0.23,-51.85,5.81,-186.32,1237
756,-0.26,-0.95,-0.16,-52.41,5.74,-185.21,-10666
757,0.05,-1.09,-0.1,-51.27,7.76,-183.73,-21029
758,0.39,-1.01,-0.06,-52.47,4.47,-184.25,-28712
759,0.68,-0.77,-0.0,-51.46,6.04,-183.47,-32459
760,0.82,-0.45,-0.05,-51.77,3.73,-182.98,-32791
761,0.94,-0.23,-0.03,-51.49,4.01,-180.6,-29417
762,0.98,0.15,0.04,-51.85,7.66,-178.69,-22600
763,0.88,0.38,0.01,-52.05,3.64,-176.14,-12840
764,0.72,0.69,-0.07,-51.17,3.63,-174.31,10858
765,0.45,0.87,-0.07,-51.83,4.96,-173.15,21504
766,0.17,1.0,-0.06,-52.16,4.07,-173.11,30556
767,-0.17,0.97,-0.2,-51.43,4.24,-173.74,37899
768,-0.47,0.87,-0.18,-52.19,4.5,-173.05,41886
769,-0.69,0.68,-0.17,-51.35,6.23,-172.98,41961
770,-0.87,0.45,-0.23,-51.95,4.94,-173.79,39153
771,-1.01,0.13,-0.27,-52.36,4.15,-174.08,32852
772,-0.94,-0.21,-0.25,-52.38,4.98,-174.71,23880
773,-0.89,-0.51,-0.23,-52.16,4.85,-173.76,13233
774,-0.68,-0.64,-0.27,-53.33,5.96,-175.42,1903
775,-0.4,-0.9,-0.19,-52.25,5.18,-175.27,-9098
776,-0.07,-0.96,-0.14,-52.15,5.36,-176.32,-19376
777,0.22,-0.99,-0.13,-52.89,3.96,-174.92,-27155
778,0.51,-0.86,-0.06,-52.41,4.98,-174.95,-31876
779,0.75,-0.69,-0.03,-52.31,5.3,-176.89,-33227
780,0.94,-0.37,-0.01,-52.44,3.92,-177.91,-31181
781,0.97,-0.08,0.01,-51.89,4.4,-177.39,-25752
782,0.94,0.26,-0.02,-52.24,5.69,-175.56,-17403
783,0.86,0.57,0.04,-52.31,4.88,-175.02,-6527
784,0.64,0.81,0.03,-52.25,6.35,-174.02,4975
785,0.32,0.96,-0.08,-52.24,4.46,-173.26,26392
786,0.04,1.0,-0.09,-52.6,4.93,-171.21,34600
787,-0.29,0.94,-0.17,-52.24,5.6,-172.2,40395
788,-0.58,0.77,-0.19,-52.44,4.38,-171.09,42367
789,-0.77,0.58,-0.22,-52.31,4.97,-171.24,41042
790,-0.92,0.3,-0.26,-52.73,5.36,-170.48,36974
791,-0.99,-0.02,-0.23,-52.55,5.29,-168.95,29505
792,-0.93,-0.31,-0.23,-52.32,5.51,-169.04,19742
793,-0.84,-0.61,-0.28,-52.81,4.71,-170.74,8216
794,-0.63,-0.83,-0.26,-52.06,4.06,-170.82,-3064
795,-0.29,-0.94,-0.17,-52.65,5.69,-176.13,-13044
796,0.01,-0.93,-0.16,-52.1,4.14,-176.55,-22251
797,0.31,-0.96,-0.06,-52.61,5.13,-179.12,-28815
798,0.62,-0.87,0.0,-52.18,7.11,-181.32,-32532
799,0.82,-0.53,-0.11,-51.54,2.92,-184.36,-32705
800,0.99,-0.26,0.06,-52.07,5.63,-184.5,-29278
801,1.03,0.08,0.01,-52.7,6.68,-181.92,-22827
802,0.94,0.39,-0.01,-52.63,5.19,-179.62,-13523
803,0.73,0.65,0.01,-51.64,4.47,-177.35,-1903
804,0.51,0.86,-0.08,-52.55,6.21,-174.99,10224
805,0.18,1.01,-0.09,-52.03,5.06,-174.72,21259
806,-0.09,0.97,-0.09,-52.79,6.37,-174.21,37681
807,-0.44,0.85,-0.16,-52.39,5.21,-174.6,41835
808,-0.69,0.71,-0.23,-52.0,5.15,-173.91,42150
809,-0.87,0.42,-0.27,-52.04,5.36,-172.79,39031
810,-0.99,0.15,-0.28,-52.38,3.52,-171.69,32790
811,-0.99,-0.15,-0.32,-52.15,4.94,-170.69,23377
812,-0.85,-0.44,-0.22,-52.91,5.26,-172.24,12763
813,-0.69,-0.69,-0.25,-52.05,3.07,-172.95,1961
814,-0.42,-0.86,-0.17,-52.5,5.08,-176.15,-8895
815,-0.12,-1.05,-0.15,-52.15,4.53,-179.32,-19144
816,0.19,-0.99,-0.13,-52.34,4.53,-181.84,-27215
817,0.49,-0.87,-0.07,-52.23,4.66,-183.3,-31708
818,0.71,-0.72,-0.06,-52.47,4.5,-182.65,-32972
819,0.96,-0.38,-0.03,-52.44,4.83,-183.86,-30687
820,0.97,-0.03,-0.04,-51.89,4.66,-181.72,-24819
821,1.0,0.28,0.03,-51.79,5.61,-179.78,-16008
822,0.86,0.57,0.06,-52.43,5.34,-176.38,-5353
823,0.6,0.78,-0.08,-51.8,4.56,-174.89,7096
824,0.32,0.94,-0.08,-51.68,4.4,-174.98,18895
825,-0.0,0.98,-0.07,-52.11,6.31,-173.17,28372
826,-0.29,0.9,-0.07,-51.33,7.48,-173.82,36229
827,-0.58,0.79,-0.17,-51.69,5.31,-175.31,42392
828,-0.82,0.56,-0.21,-52.21,4.55,-175.51,40339
829,-0.95,0.23,-0.25,-52.34,5.22,-174.51,34924
830,-0.99,-0.06,-0.25,-52.36,5.39,-174.04,26766
831,-0.93,-0.37,-0.23,-52.4,7.06,-172.98,15781
832,-0.8,-0.65,-0.28,-51.89,2.28,-172.11,4264
833,-0.54,-0.88,-0.22,-52.45,5.11,-173.53,-7052
834,-0.25,-0.8,-0.14,-52.5,6.14,-175.58,-17198
835,0.08,-1.01,-0.11,-53.0,4.06,-174.99,-25552
836,0.39,-0.96,-0.05,-52.54,5.58,-173.98,-31019
837,0.68,-0.87,-0.03,-52.12,6.32,-173.5,-33220
838,0.87,-0.54,0.02,-52.18,5.79,-175.31,-31933
839,0.91,-0.22,-0.03,-52.14,4.84,-175.98,-27374
840,1.03,0.09,0.03,-52.27,3.39,-175.07,-20326
