ID,gForceX,gForceY,gForceZ,rotX,rotY,rotZ,rawWeight
424,-1.01,0.23,-0.27,-57.75,1.87,81.31,-7696
425,-0.98,0.34,-0.26,-58.11,1.68,77.48,-2280
426,-0.92,0.45,-0.26,-58.31,1.4,71.27,3808
427,-0.85,0.55,-0.25,-57.88,1.81,67.05,9065
428,-0.62,0.86,-0.21,-57.98,1.5,77.05,13602
429,-0.68,0.87,-0.23,-57.46,1.29,67.82,17075
430,-0.59,0.83,-0.21,-57.53,2.26,61.18,20202
431,-0.49,0.92,-0.19,-57.58,2.28,55.34,24306
432,-0.4,0.93,-0.18,-57.11,2.21,49.86,27666
433,-0.32,0.96,-0.16,-57.03,2.18,44.32,29870
434,-0.25,0.97,-0.15,-57.14,2.37,39.27,31432
435,-0.19,0.98,-0.14,-56.69,2.31,33.76,32586
436,-0.14,0.98,-0.13,-56.57,2.42,28.28,33380
437,-0.08,0.99,-0.12,-55.98,2.16,22.79,33942
438,-0.06,0.98,-0.13,-55.7,2.68,17.31,34288
439,-0.02,0.99,-0.11,-56.1,2.71,11.66,34608
440,-0.01,0.98,-0.12,-56.04,2.66,6.51,34660
441,-0.0,0.99,-0.12,-56.02,2.56,1.18,34623
442,-0.0,0.98,-0.11,-55.76,2.82,0.24,34534
443,-0.01,0.98,-0.1,-55.44,2.44,0.04,34390
444,0.0,0.99,-0.12,-55.95,2.62,0.32,34178
445,0.0,0.98,-0.11,-55.7,2.53,0.33,34132
446,-0.01,0.99,-0.11,-55.63,2.62,0.33,34181
447,-0.01,0.98,-0.11,-55.7,2.77,0.25,34182
448,0.0,0.98,-0.11,-55.52,2.91,0.29,34147
449,-0.0,0.98,-0.12,-55.53,2.79,0.19,34177
450,-0.0,0.98,-0.12,-55.67,2.63,0.28,34165
451,0.0,0.98,-0.12,-55.64,2.54,0.26,34152
452,0.0,0.98,-0.11,-55.33,2.57,0.26,34154
453,-0.0,0.98,-0.11,-55.4,2.61,0.19,34182
454,-0.01,0.98,-0.12,-55.69,3.07,0.39,34161
455,-0.01,0.98,-0.12,-55.94,2.72,0.37,34058
456,-0.01,0.99,-0.11,-55.89,2.85,0.28,34036
457,-0.01,0.98,-0.12,-55.76,2.75,0.34,34077
458,-0.0,0.98,-0.12,-55.82,2.82,0.34,34148
459,-0.01,0.98,-0.11,-55.29,2.89,0.15,34143
460,-0.0,0.98,-0.12,-55.21,2.92,0.31,34203
461,-0.01,0.98,-0.12,-55.2,2.73,0.03,34194
462,-0.0,0.98,-0.11,-55.12,2.84,0.09,34153
463,0.01,0.98,-0.12,-55.69,2.66,0.66,34142
464,-0.01,0.96,-0.1,-55.38,2.99,0.44,34101
465,0.01,0.96,-0.12,-55.47,2.48,0.92,34116
466,0.01,1.02,-0.12,-56.34,2.73,13.01,34121
467,0.05,0.88,-0.11,-57.76,2.06,67.26,33909
468,0.36,0.96,-0.05,-61.22,0.98,191.45,32829
469,0.51,0.81,-0.03,-59.01,1.53,110.02,26949
470,0.67,0.65,-0.03,-58.93,0.96,108.62,25367
471,0.86,0.43,0.03,-60.4,1.12,151.25,31795
472,0.91,0.22,0.0,-60.5,-0.56,157.82,24821
473,0.93,0.32,0.02,-55.73,2.66,5.56,15501
474,0.91,0.03,-0.02,-53.89,3.76,-48.47,9438
475,0.91,0.14,0.01,-55.66,3.02,-3.13,11808
476,0.91,0.17,0.0,-55.0,2.97,-18.16,8288
477,0.9,0.18,0.01,-55.43,2.91,-5.5,-450
478,0.9,0.19,0.01,-55.86,2.68,-5.8,351
479,0.9,0.21,0.01,-55.08,2.92,-6.79,2750
480,0.89,0.23,-0.0,-55.23,2.88,-12.05,4274
481,0.88,0.25,0.01,-55.21,3.16,-14.51,4880
482,0.89,0.27,0.0,-55.07,3.03,-13.56,5770
483,0.88,0.3,0.01,-54.88,2.95,-15.34,6129
484,0.87,0.34,0.01,-54.85,3.12,-18.53,7094
485,0.85,0.37,0.0,-55.13,3.23,-29.09,8134
486,0.83,0.41,0.01,-55.32,3.01,-22.98,9557
487,0.81,0.45,-0.0,-54.66,3.01,-25.66,10787
488,0.78,0.5,-0.01,-55.24,3.18,-28.76,11704
489,0.76,0.54,-0.01,-54.58,3.4,-31.2,13576
490,0.73,0.6,-0.01,-54.22,3.14,-33.18,15199
491,0.69,0.64,-0.02,-54.37,3.25,-34.92,16879
492,0.64,0.69,-0.03,-53.92,3.18,-36.7,18553
493,0.59,0.73,-0.03,-54.16,3.02,-38.53,20343
494,0.53,0.77,-0.04,-54.11,3.5,-41.23,22004
495,0.48,0.83,-0.04,-54.37,3.44,-44.08,23745
496,0.41,0.88,-0.06,-53.85,3.43,-48.34,25708
497,0.32,0.9,-0.07,-54.11,3.04,-51.61,27374
498,0.24,0.93,-0.08,-53.52,3.19,-54.57,29070
499,0.14,0.96,-0.1,-53.28,3.51,-55.76,30757
500,0.04,1.0,-0.1,-53.36,3.34,-55.02,31953
501,-0.07,0.99,-0.11,-53.67,3.73,-56.63,33995
502,-0.18,0.98,-0.14,-53.64,3.56,-57.98,34266
503,-0.27,0.96,-0.15,-53.55,3.55,-58.85,34615
504,-0.38,0.93,-0.17,-53.58,3.27,-59.92,34430
505,-0.48,0.89,-0.18,-53.87,3.82,-60.97,33903
506,-0.57,0.83,-0.19,-53.46,3.73,-61.68,32947
507,-0.67,0.77,-0.22,-52.92,3.58,-62.15,31517
508,-0.76,0.69,-0.22,-53.03,3.27,-63.05,29714
509,-0.82,0.6,-0.23,-53.19,3.39,-63.6,27389
510,-0.91,0.52,-0.26,-53.64,3.4,-63.92,24820
511,-0.95,0.39,-0.26,-52.95,4.17,-64.15,21987
512,-1.0,0.3,-0.26,-53.26,3.56,-64.08,18653
513,-1.03,0.18,-0.28,-53.69,3.24,-63.47,14889
514,-1.04,0.06,-0.28,-53.3,3.38,-63.09,10945
515,-1.04,-0.06,-0.27,-53.96,3.35,-63.11,6839
516,-1.03,-0.16,-0.27,-53.39,3.71,-63.15,2687
517,-1.03,-0.28,-0.28,-53.76,4.66,-64.12,-1507
518,-0.96,-0.37,-0.26,-53.56,4.55,-66.55,-5607
519,-0.91,-0.5,-0.26,-53.65,4.22,-67.23,-9722
520,-0.85,-0.62,-0.26,-53.43,3.33,-67.39,-13880
521,-0.77,-0.7,-0.26,-53.16,3.4,-68.43,-17930
522,-0.69,-0.8,-0.24,-53.18,3.43,-69.88,-25726
523,-0.58,-0.86,-0.22,-53.08,3.53,-71.76,-29259
524,-0.46,-0.93,-0.19,-53.22,3.71,-73.51,-32416
525,-0.33,-0.94,-0.15,-53.3,4.14,-76.31,-35214
526,-0.2,-0.99,-0.17,-53.37,3.73,-76.07,-37654
527,-0.06,-1.0,-0.16,-53.47,3.46,-76.71,-39322
528,0.07,-1.0,-0.14,-52.96,3.69,-76.91,-40291
529,0.22,-0.97,-0.11,-53.22,3.56,-76.9,-40869
530,0.34,-0.93,-0.1,-53.31,3.72,-77.31,-40945
531,0.47,-0.85,-0.08,-53.53,3.49,-78.74,-40330
532,0.59,-0.78,-0.06,-52.7,4.31,-79.04,-38849
533,0.69,-0.68,-0.06,-53.47,3.44,-81.2,-36743
534,0.71,-0.49,-0.05,-53.23,3.35,-83.68,-34051
535,0.85,-0.43,-0.01,-52.82,3.93,-84.09,-30400
536,0.9,-0.27,-0.0,-52.6,4.16,-85.02,-26403
537,0.93,-0.14,0.01,-52.95,4.31,-84.37,-22153
538,0.93,0.04,0.01,-52.99,4.47,-84.27,-16942
539,0.9,0.19,-0.01,-52.95,3.56,-84.03,-11230
540,0.87,0.33,-0.0,-53.15,4.16,-85.33,-5711
541,0.82,0.48,0.01,-52.97,4.21,-87.19,-93
542,0.72,0.61,-0.01,-52.66,4.07,-89.05,5579
543,0.6,0.73,-0.02,-52.66,4.05,-90.55,16248
544,0.47,0.84,-0.03,-52.73,4.11,-91.37,20878
545,0.33,0.91,-0.08,-52.57,3.44,-92.61,24977
546,0.17,0.97,-0.08,-52.82,4.06,-93.78,28873
547,0.0,0.99,-0.11,-52.51,3.6,-95.53,32011
548,-0.18,0.97,-0.14,-52.49,4.27,-97.72,34059
549,-0.34,0.92,-0.16,-52.71,3.63,-99.17,34917
550,-0.52,0.87,-0.19,-52.39,3.55,-101.68,34878
551,-0.67,0.75,-0.22,-52.21,3.92,-103.42,33821
552,-0.83,0.61,-0.24,-52.04,3.59,-104.91,31748
553,-0.91,0.46,-0.24,-52.52,4.73,-104.94,28443
554,-1.02,0.32,-0.31,-52.47,4.11,-104.53,23725
555,-1.03,0.1,-0.27,-52.21,3.43,-105.08,18328
556,-1.03,-0.1,-0.27,-52.27,3.81,-106.25,12021
557,-0.99,-0.29,-0.26,-51.62,3.47,-108.0,5143
558,-0.87,-0.42,-0.22,-52.02,5.77,-110.87,-1624
559,-0.81,-0.64,-0.25,-51.89,3.68,-112.91,-8541
560,-0.66,-0.79,-0.23,-51.97,3.97,-114.24,-15511
561,-0.48,-0.89,-0.21,-51.65,3.97,-116.01,-22236
562,-0.28,-1.01,-0.17,-51.55,4.26,-117.4,-28429
563,-0.08,-1.02,-0.16,-51.72,3.7,-119.82,-33600
564,0.15,-0.99,-0.1,-51.76,4.19,-121.77,-39784
565,0.37,-0.93,-0.1,-51.44,4.18,-123.92,-40732
566,0.56,-0.81,-0.05,-51.4,5.25,-125.89,-40318
567,0.71,-0.55,-0.07,-52.3,3.63,-129.33,-38135
568,0.86,-0.45,-0.0,-51.15,4.08,-131.0,-34087
569,0.94,-0.23,-0.02,-51.36,4.11,-131.69,-28443
570,0.92,-0.0,0.06,-51.2,4.88,-131.63,-21981
571,0.89,0.25,-0.03,-51.66,3.76,-132.63,-13764
572,0.85,0.44,0.03,-51.7,5.98,-132.96,-4733
573,0.71,0.65,-0.03,-51.65,5.0,-135.34,4029
574,0.51,0.84,-0.05,-51.04,4.23,-137.99,12161
575,0.29,0.93,-0.04,-51.16,4.76,-140.22,19791
576,0.02,0.99,-0.12,-51.07,3.91,-142.48,26170
577,-0.2,0.96,-0.14,-50.63,5.21,-144.44,31089
578,-0.46,0.84,-0.2,-50.92,4.05,-147.02,34156
579,-0.69,0.69,-0.18,-50.44,5.03,-148.56,34967
580,-0.82,0.48,-0.23,-50.69,4.83,-149.41,33283
581,-0.96,0.28,-0.28,-51.01,5.27,-149.49,29527
582,-1.04,0.0,-0.33,-51.01,2.6,-148.4,23434
583,-0.96,-0.28,-0.28,-50.41,2.96,-149.63,14957
584,-0.95,-0.6,-0.44,-51.09,4.11,-151.53,5429
585,-0.72,-0.76,-0.27,-50.44,3.08,-153.21,-13359
586,-0.44,-0.88,-0.17,-51.07,4.95,-156.06,-22375
587,-0.21,-0.97,-0.15,-50.2,4.98,-155.21,-30751
588,0.11,-1.01,-0.11,-50.69,4.1,-157.78,-36820
589,0.37,-0.91,-0.09,-49.97,4.63,-159.96,-40044
590,0.63,-0.75,-0.08,-49.73,5.65,-162.97,-40762
591,0.82,-0.54,0.0,-50.68,6.49,-166.64,-38639
592,0.94,-0.25,-0.02,-50.34,4.69,-169.08,-33420
593,1.03,-0.02,0.03,-50.2,7.37,-168.69,-25818
594,0.88,0.34,-0.04,-50.24,4.87,-171.18,-16829
595,0.75,0.59,-0.07,-50.02,5.01,-173.98,-5750
596,0.49,0.82,-0.06,-49.11,4.66,-177.81,5943
597,0.23,0.93,-0.08,-50.11,4.32,-179.87,16325
598,-0.09,1.01,-0.11,-49.8,4.79,-183.14,24995
599,-0.38,0.88,-0.19,-49.81,5.63,-184.76,31336
600,-0.66,0.67,-0.17,-49.89,5.9,-187.56,34790
601,-0.86,0.44,-0.22,-49.56,5.83,-189.31,34343
602,-0.96,0.15,-0.33,-49.12,4.11,-190.55,30133
603,-0.97,-0.25,-0.29,-49.1,4.23,-192.95,22644
604,-0.66,-0.43,-0.23,-49.37,3.09,-194.48,11613
605,-0.53,-0.94,-0.2,-49.28,4.47,-202.24,-674
606,-0.2,-0.93,-0.14,-49.1,6.65,-205.16,-24680
607,0.23,-0.98,-0.14,-48.53,5.25,-209.41,-34089
608,0.6,-0.86,-0.04,-48.11,4.82,-217.15,-39196
609,0.86,-0.65,-0.0,-49.36,4.62,-223.2,-39937
610,1.02,-0.23,0.03,-48.78,4.45,-227.23,-36084
611,1.14,0.1,0.1,-48.15,9.97,-227.59,-27047
612,0.88,0.51,-0.01,-47.98,8.12,-229.12,-13935
613,0.59,0.83,0.03,-47.4,6.65,-228.26,987
614,0.05,0.89,0.01,-46.81,8.47,-233.21,14357
615,-0.2,0.98,-0.13,-48.32,6.31,-229.8,25337
616,-0.63,0.74,-0.2,-47.89,6.47,-227.89,32916
617,-0.83,0.43,-0.23,-48.51,5.24,-229.43,34466
618,-0.88,-0.0,-0.26,-48.01,5.83,-229.08,29800
619,-0.84,-0.45,-0.24,-48.66,5.92,-232.08,20293
620,-0.62,-0.68,-0.25,-48.05,4.17,-233.73,6320
621,-0.25,-0.9,-0.14,-48.44,5.02,-235.32,-8299
622,0.14,-0.81,-0.13,-48.63,4.03,-235.66,-22171
623,0.53,-0.86,-0.15,-47.81,4.1,-239.22,-33750
624,0.86,-0.48,-0.08,-47.35,5.42,-239.94,-39499
625,1.06,-0.13,0.03,-47.86,1.86,-242.56,-39268
626,0.98,0.25,0.05,-48.4,7.92,-239.63,-33175
627,0.75,0.7,-0.06,-48.32,6.28,-242.76,-6966
628,0.42,0.86,-0.06,-48.05,5.72,-242.93,8819
629,-0.04,1.01,-0.16,-47.76,4.81,-245.7,22010
630,-0.46,0.85,-0.17,-47.36,5.77,-246.78,31646
631,-0.77,0.57,-0.23,-47.1,5.67,-248.27,34670
632,-0.97,0.14,-0.3,-47.62,8.5,-248.78,31024
633,-0.85,-0.35,-0.21,-48.03,8.95,-249.53,21311
634,-0.64,-0.69,-0.34,-47.05,4.07,-250.34,6434
635,-0.29,-0.85,-0.13,-47.85,8.08,-250.34,-9708
636,0.13,-1.03,-0.05,-48.24,8.49,-250.34,-24892
637,0.66,-0.76,-0.03,-47.79,5.69,-249.5,-36268
638,0.93,-0.63,0.07,-48.59,8.63,-247.9,-40192
639,1.03,-0.05,0.05,-47.25,4.89,-249.88,-38351
640,0.92,0.38,-0.02,-47.53,6.69,-250.34,-29906
641,0.73,0.71,-0.01,-47.73,6.22,-250.34,-15249
642,0.33,0.96,-0.0,-47.45,6.98,-250.34,1816
643,-0.1,0.94,-0.15,-47.7,5.14,-250.34,16243
644,-0.56,0.73,-0.16,-46.83,5.67,-250.34,27657
645,-0.87,0.4,-0.26,-46.85,5.02,-250.34,34214
646,-0.87,-0.05,-0.21,-46.89,5.63,-250.34,33067
647,-0.72,-0.55,-0.25,-47.37,5.98,-250.34,10378
648,-0.36,-0.91,-0.22,-47.27,2.73,-250.34,-6832
649,0.13,-1.02,-0.08,-46.91,7.72,-250.34,-23067
650,0.68,-0.98,0.01,-46.37,5.4,-250.34,-35083
651,0.98,-0.51,0.03,-46.8,4.8,-250.34,-39262
652,1.11,-0.18,0.05,-46.37,8.79,-250.34,-36159
653,0.98,0.48,0.06,-46.35,4.41,-250.34,-25481
654,0.78,0.95,-0.01,-46.4,8.5,-250.34,-7875
655,0.17,0.98,-0.09,-46.37,7.13,-250.34,11746
656,-0.56,0.9,-0.2,-46.52,6.13,-250.34,26110
657,-0.71,0.38,-0.25,-45.55,5.24,-250.34,33325
658,-0.83,-0.16,-0.25,-46.01,8.68,-250.34,31503
659,-0.75,-0.92,-0.27,-45.63,9.97,-250.34,20289
660,-0.14,-0.93,-0.22,-45.15,4.83,-250.34,2052
661,0.36,-0.98,-0.01,-44.92,5.87,-250.34,-16838
662,0.65,-0.58,-0.05,-45.31,9.27,-250.34,-32942
663,1.14,-0.15,0.06,-45.89,8.24,-250.34,-38567
664,1.01,0.5,0.06,-45.07,3.71,-250.34,-34039
665,0.62,0.75,-0.08,-44.73,13.39,-250.34,-22180
666,-0.0,0.93,-0.07,-44.32,7.56,-250.34,-1130
667,-0.53,0.66,-0.13,-43.79,4.51,-250.34,19092
668,-0.57,0.24,-0.29,-44.76,7.24,-250.34,33230
669,-0.7,-0.52,-0.17,-44.89,8.02,-250.34,22026
670,-0.18,-0.78,0.02,-45.14,6.37,-250.34,2536
671,0.32,-1.39,0.05,-45.22,10.27,-250.34,-18438
672,1.02,-0.85,0.02,-44.0,9.24,-250.34,-35019
673,1.25,-0.27,0.09,-44.22,7.14,-250.34,-38113
674,1.2,0.5,0.14,-45.02,3.96,-250.34,-30438
675,0.61,0.51,0.03,-42.65,7.12,-250.34,-15836
676,0.04,1.08,-0.08,-44.08,7.02,-250.34,7196
677,-0.48,0.73,-0.17,-44.0,7.2,-250.34,26428
678,-0.8,0.1,-0.31,-44.23,2.9,-250.34,34018
679,-0.67,-0.4,-0.23,-44.69,7.42,-250.34,27929
680,-0.2,-1.01,-0.0,-44.52,8.8,-250.34,11092
681,0.43,-0.98,-0.24,-45.16,3.14,-250.34,-10786
682,0.94,-0.64,-0.07,-44.66,9.85,-250.34,-29300
683,1.03,-0.01,0.03,-44.76,3.6,-250.34,-40281
684,1.04,0.47,0.09,-44.51,7.6,-250.34,-32442
685,0.5,0.91,0.05,-43.32,5.37,-250.34,-19735
686,-0.04,0.7,0.05,-43.89,11.41,-250.34,-2289
687,-0.59,0.56,-0.19,-44.04,6.66,-250.34,20385
688,-0.74,0.03,-0.3,-43.88,4.12,-250.34,33576
689,-0.61,-0.9,-0.45,-45.02,6.03,-250.34,16868
690,-0.03,-1.06,-0.15,-44.7,10.13,-250.34,-5227
691,0.76,-0.99,0.04,-43.54,8.51,-250.34,-25304
692,0.97,-0.37,-0.1,-43.69,5.79,-250.34,-38758
693,1.37,0.46,0.19,-43.46,13.1,-250.34,-34325
694,0.9,0.75,-0.14,-44.95,9.77,-250.34,-17708
695,0.09,0.96,0.21,-42.65,11.26,-250.34,-1688
696,-0.53,0.73,-0.24,-44.63,7.83,-250.34,20233
697,-0.71,-0.0,-0.25,-43.78,9.41,-250.34,34500
698,-0.45,-0.55,-0.19,-43.86,8.02,-250.34,29254
699,0.22,-0.93,-0.1,-43.08,6.65,-250.34,9275
700,0.92,-0.93,-0.07,-42.19,10.57,-250.34,-15637
701,1.21,-0.28,-0.06,-40.06,5.6,-250.34,-32351
702,1.37,0.45,0.14,-43.53,11.85,-250.34,-32723
703,0.74,0.84,0.08,-41.8,7.27,-250.34,-30642
704,-0.11,1.0,-0.16,-42.36,4.85,-250.34,-5370
705,-0.6,0.28,-0.25,-42.15,6.34,-250.34,23494
706,-0.63,-0.23,-0.13,-42.49,8.54,-250.34,36015
707,0.04,-0.78,-0.13,-41.34,9.08,-250.34,27682
708,0.73,-0.87,-0.07,-41.82,6.56,-250.34,3494
709,1.08,-0.5,-0.29,-42.69,1.57,-250.34,-19993
710,1.39,0.44,0.33,-42.38,5.73,-250.34,-36360
711,0.74,1.03,0.3,-42.16,11.46,-250.34,-17954
712,0.12,1.06,-0.04,-41.44,7.88,-250.34,14330
713,-0.75,0.37,-0.31,-42.34,7.22,-250.34,32004
714,-0.36,-0.36,-0.23,-41.57,8.08,-250.34,29444
715,-0.01,-0.72,-0.09,-42.36,9.47,-250.34,12487
716,0.88,-0.95,-0.04,-40.53,5.27,-250.34,-13275
717,1.3,-0.32,0.03,-41.62,5.99,-250.34,-31598
718,1.17,0.35,0.06,-42.24,9.73,-250.34,-31822
719,0.95,0.93,0.13,-41.94,9.79,-250.34,-28266
720,-0.15,0.84,-0.17,-41.82,7.69,-250.34,797
721,-0.63,0.18,-0.29,-40.8,7.48,-250.34,28464
722,-0.16,-0.54,-0.12,-40.56,10.48,-250.34,35549
723,0.39,-1.22,0.05,-41.76,12.19,-250.34,19260
724,1.11,-0.74,0.15,-40.89,10.02,-250.34,-9557
725,1.12,-0.14,0.1,-42.3,9.8,-250.34,-33887
726,0.98,0.76,0.23,-40.83,13.45,-250.34,-43801
727,0.29,0.92,0.07,-37.79,11.0,-250.34,-23516
728,-0.25,0.69,-0.09,-38.75,10.34,-250.34,9919
729,-0.38,-0.2,-0.19,-39.98,9.37,-250.34,29824
730,0.01,-0.81,-0.2,-42.45,10.26,-250.34,29190
731,0.84,-0.71,-0.42,-41.78,6.47,-250.34,11567
732,1.62,-0.07,0.05,-40.78,8.92,-250.34,-30554
733,1.44,0.75,0.22,-38.66,9.83,-250.34,-38507
734,0.61,1.06,0.05,-39.12,10.93,-250.34,-15168
735,-0.24,0.65,0.03,-41.38,14.17,-250.34,20700
736,-0.44,-0.46,-0.02,-41.32,13.6,-250.34,37225
737,0.43,-1.51,-0.02,-36.5,12.56,-250.34,22294
738,1.42,-0.83,0.1,-39.53,12.43,-250.34,-7691
739,1.81,0.07,0.41,-39.98,12.79,-250.34,-34232
740,1.02,0.91,-0.01,-40.82,9.28,-250.34,-40886
741,0.22,0.91,-0.2,-40.32,7.44,-250.34,-15214
742,-0.18,0.22,-0.04,-38.66,7.4,-250.34,18450
743,-0.47,-0.6,-0.46,-40.55,3.15,-250.34,31515
744,0.66,-0.65,0.06,-37.19,4.71,-250.34,21151
745,1.12,-0.77,-0.21,-39.11,4.89,-250.34,-5405
746,1.52,0.53,0.03,-38.89,7.01,-250.34,-34122
747,0.81,1.21,0.27,-37.97,13.17,-250.34,-41856
748,-0.18,0.53,-0.05,-39.95,12.24,-250.34,-10616
749,-0.22,-0.17,-0.04,-39.83,15.53,-250.34,24757
750,0.34,-1.01,-0.27,-36.79,11.27,-250.34,31857
751,1.1,-0.84,0.08,-36.71,11.58,-250.34,14414
752,1.18,0.2,-0.09,-38.41,3.66,-250.34,-13461
753,1.33,0.92,0.19,-38.49,11.58,-250.34,-34821
754,0.17,0.3,-0.1,-38.89,10.09,-250.34,2983
755,-0.47,0.1,-0.16,-38.58,9.24,-250.34,30170
756,0.16,-0.6,0.0,-38.88,9.21,-250.34,26878
757,1.12,-1.15,-0.08,-37.69,9.88,-250.34,3721
758,1.66,-0.09,-0.15,-39.22,6.27,-250.34,-26519
759,1.13,0.62,0.05,-40.02,14.56,-250.34,-43501
760,0.77,1.14,0.34,-33.99,9.85,-250.34,-19313
761,-0.25,0.21,-0.4,-38.28,5.7,-250.34,19186
762,0.13,-0.62,-0.21,-38.55,8.77,-250.34,32251
763,0.62,-1.1,-0.14,-39.05,7.55,-250.34,17262
764,1.57,-0.23,0.3,-37.34,13.99,-250.34,-12281
765,1.08,0.55,-0.37,-37.59,3.14,-250.34,-39525
766,0.53,1.23,-0.02,-36.05,9.8,-250.34,-33487
767,-0.23,-0.03,-0.06,-37.05,10.69,-250.34,5634
768,0.23,-0.52,-0.11,-38.45,12.72,-250.34,31330
769,1.42,-1.49,-0.1,-34.92,12.94,-250.34,24280
770,1.61,-0.31,0.19,-40.4,13.28,-250.34,-3573
771,1.51,0.71,0.29,-37.47,13.2,-250.34,-35615
772,0.27,1.09,0.26,-38.63,15.59,-250.34,-37981
773,-0.06,-0.09,-0.24,-36.1,7.92,-250.34,-1396
774,0.34,-1.14,-0.47,-38.27,5.03,-250.34,26298
775,1.57,-1.12,0.12,-37.69,2.5,-250.34,211
776,1.33,0.04,0.13,-36.21,5.74,-250.34,-33362
777,1.12,0.83,0.37,-39.5,15.2,-250.34,-39068
778,-0.03,0.4,-0.07,-38.18,4.78,-250.34,-2193
779,-0.1,-0.39,-0.04,-37.25,12.77,-250.34,28996
780,0.82,-0.72,0.03,-36.85,12.34,-250.34,25136
781,1.69,-0.68,0.15,-36.84,13.81,-250.34,-1919
782,1.6,0.75,-0.1,-33.12,6.71,-250.34,-34574
783,0.56,0.71,0.11,-35.04,13.31,-250.34,-37324
784,-0.16,0.47,-0.22,-34.77,6.82,-250.34,2208
785,0.24,-0.78,-0.2,-40.17,14.27,-250.34,30986
786,1.44,-1.14,0.06,-38.44,10.64,-250.34,21988
787,1.91,-0.19,0.69,-36.5,23.51,-250.34,-8657
788,0.94,0.67,0.2,-35.62,14.53,-250.34,-39163
789,-0.17,1.09,-0.48,-34.76,3.14,-250.34,-30657
790,-0.02,-0.19,-0.29,-36.33,10.14,-250.34,11229
791,0.44,-1.26,-0.13,-33.15,8.34,-250.34,31165
792,1.84,-0.72,0.2,-35.9,16.03,-250.34,15588
793,1.43,0.46,0.19,-36.32,13.82,-250.34,-17660
794,0.74,0.67,-0.09,-35.78,9.06,-250.34,-41721
795,0.16,0.09,-0.5,-35.34,6.62,-250.34,21407
796,0.39,-0.47,0.35,-33.09,17.57,-250.34,29891
797,1.72,-0.46,0.49,-36.17,19.35,-250.34,5310
798,1.92,-0.09,-0.01,-36.66,6.76,-250.34,-30331
799,0.79,0.61,-0.04,-37.11,12.84,-250.34,-37071
800,-0.01,0.2,0.32,-36.02,19.47,-250.34,1358
801,0.79,-0.46,-0.19,-32.64,18.05,-250.34,30391
802,1.92,-1.16,0.69,-33.16,26.12,-250.34,18745
803,1.92,0.51,0.39,-32.85,11.73,-250.34,-18057
804,0.97,1.14,0.15,-31.92,7.63,-250.34,-39937
805,0.38,0.24,0.06,-32.89,13.85,-250.34,-11359
806,0.42,-0.98,0.24,-32.94,17.27,-250.34,25853
807,1.92,-1.28,0.67,-32.98,26.91,-250.34,23428
808,1.92,0.31,0.5,-31.6,24.42,-250.34,-11675
809,1.18,0.75,0.97,-27.08,25.89,-250.34,-39663
810,0.17,0.14,-0.24,-31.92,7.49,-250.34,-16158
811,0.49,-1.87,-0.11,-33.27,15.5,-250.34,24403
812,1.54,-0.44,0.5,-35.27,6.65,-250.34,23473
813,1.3,0.52,0.57,-32.39,11.99,-250.34,-10732
814,1.07,0.64,0.19,-31.5,16.57,-250.34,-38760
815,0.38,-0.24,-0.23,-33.28,4.79,-250.34,-15480
816,1.56,-1.55,1.2,-35.53,33.31,-250.34,22497
817,1.92,0.07,0.48,-32.92,20.63,-250.34,-14126
818,1.4,0.7,0.02,-32.84,11.76,-250.34,-38963
819,0.49,0.31,-0.11,-35.61,12.53,-250.34,-9657
820,0.5,-0.73,0.0,-33.98,11.52,-250.34,26764
821,1.05,-0.39,-0.57,-28.53,1.35,-250.34,16555
822,1.21,-0.47,-0.06,-43.95,9.29,-250.34,-21951
823,0.86,0.19,0.06,-54.46,4.25,-50.38,-48096
824,0.86,0.45,-0.02,-55.09,2.73,-13.95,-47327
825,0.83,0.57,-0.01,-53.72,3.27,-47.31,-20018
826,0.79,0.47,-0.03,-53.61,3.75,-50.22,5423
827,0.7,0.5,-0.03,-55.37,2.85,-10.91,17979
828,0.75,0.63,-0.04,-54.86,3.02,-20.35,17746
829,0.66,0.68,-0.02,-54.22,3.61,-38.33,15674
830,0.62,0.77,-0.05,-53.05,3.31,-60.21,16947
831,0.54,0.87,-0.03,-53.3,2.44,-68.02,21950
832,0.4,0.79,-0.07,-53.07,3.43,-72.34,25417
833,0.32,0.85,-0.09,-56.24,2.37,10.66,26541
834,0.4,0.91,-0.06,-55.9,2.68,5.6,27706
835,0.38,0.89,-0.07,-55.11,2.52,-0.51,24343
836,0.38,0.89,-0.07,-55.08,2.12,0.84,31317
837,0.36,0.84,-0.05,-55.65,3.27,-0.31,30586
838,0.38,0.9,-0.04,-55.4,2.77,0.42,30217
839,0.38,0.92,-0.07,-55.66,2.6,-0.23,30179
840,0.34,0.91,-0.06,-55.45,3.16,0.52,30272
841,0.36,0.9,-0.06,-55.38,2.58,0.73,30360
842,0.37,0.84,-0.06,-55.75,2.68,0.92,30274
843,0.38,0.87,-0.09,-55.37,2.44,0.82,30263
844,0.36,0.87,-0.08,-55.58,3.14,0.16,30317
845,0.37,0.87,-0.05,-55.4,2.6,0.45,30333
846,0.35,0.85,-0.06,-55.66,3.12,-0.34,30227
847,0.37,0.89,-0.06,-55.34,2.31,-0.18,30270
848,0.32,0.85,-0.06,-55.53,2.81,0.71,30348
849,0.38,0.89,-0.07,-55.56,2.6,0.47,30337
