ID,gForceX,gForceY,gForceZ,rotX,rotY,rotZ,rawWeight
1276,0.43,0.91,-0.01,8.41,2.3,-180.44,10290
1277,0.3,0.96,-0.06,7.53,2.14,-179.4,20675
1278,0.42,0.98,-0.06,7.44,3.49,-179.62,20675
1279,0.36,0.96,-0.09,7.31,2.73,-179.67,20675
1280,0.37,0.87,-0.02,7.47,4.17,-179.65,20675
1281,0.26,0.98,-0.07,7.6,3.45,-178.8,20675
1282,0.3,0.93,-0.09,7.54,3.01,-180.27,20675
1283,0.26,0.97,-0.04,8.21,3.09,-179.34,20675
1284,0.23,0.98,-0.07,8.12,2.4,-180.83,20675
1285,0.23,0.99,-0.08,8.27,2.9,-180.82,20675
1286,0.16,0.96,-0.09,7.85,2.5,-180.33,20675
1287,0.19,0.99,-0.07,7.92,2.69,-180.62,20675
1288,0.11,1.01,-0.16,7.67,1.66,-180.37,20675
1289,0.15,1.01,-0.06,7.65,2.74,-181.23,20675
1290,0.05,0.98,-0.11,8.01,2.48,-180.54,29265
1291,0.06,1.04,-0.12,7.21,1.71,-181.2,29265
1292,0.06,1.0,-0.11,7.29,1.13,-180.6,29265
1293,-0.0,1.01,-0.08,7.31,1.17,-181.89,29265
1294,-0.03,0.96,-0.11,7.76,2.77,-180.92,29265
1295,-0.03,1.08,-0.11,7.29,1.23,-180.73,29265
1296,-0.04,0.98,-0.08,7.11,2.15,-182.6,29265
1297,-0.08,0.98,-0.16,7.39,1.53,-181.55,29265
1298,-0.12,0.96,-0.08,7.58,2.75,-182.3,29265
1299,-0.15,0.96,-0.17,8.45,1.64,-182.17,29265
1300,-0.15,0.98,-0.08,8.18,2.71,-182.12,29265
1301,-0.2,1.02,-0.15,7.34,1.79,-182.58,29265
1302,-0.2,0.95,-0.15,7.34,1.84,-181.22,34848
1303,-0.25,0.97,-0.16,7.73,1.98,-183.06,34848
1304,-0.24,0.91,-0.16,7.31,1.78,-182.62,34848
1305,-0.26,0.91,-0.13,8.11,2.17,-182.95,34848
1306,-0.3,0.92,-0.15,7.92,1.79,-184.11,34848
1307,-0.31,0.89,-0.21,7.68,2.07,-182.97,34848
1308,-0.37,0.89,-0.09,7.62,3.11,-183.18,34848
1309,-0.37,0.88,-0.16,7.66,2.83,-183.69,34848
1310,-0.39,0.86,-0.16,7.91,3.34,-184.44,34848
1311,-0.41,0.87,-0.15,8.21,2.94,-184.16,34848
1312,-0.43,0.86,-0.15,7.94,4.06,-184.34,34848
1313,-0.48,0.85,-0.2,7.62,4.2,-183.92,34848
1314,-0.44,0.82,-0.2,7.48,2.92,-184.23,37489
1315,-0.51,0.82,-0.15,7.83,3.72,-184.3,37489
1316,-0.55,0.81,-0.21,7.71,3.66,-184.21,37489
1317,-0.55,0.78,-0.16,7.8,3.27,-184.22,37489
1318,-0.59,0.76,-0.2,8.3,3.23,-184.43,37489
1319,-0.56,0.74,-0.17,7.53,4.61,-183.82,37489
1320,-0.65,0.76,-0.24,7.72,2.28,-184.82,37489
1321,-0.62,0.68,-0.2,7.66,1.96,-184.28,37489
1322,-0.63,0.69,-0.21,8.25,2.29,-183.95,37489
1323,-0.65,0.7,-0.25,8.23,1.34,-184.27,37489
1324,-0.66,0.64,-0.18,8.08,2.44,-184.76,37489
1325,-0.7,0.62,-0.2,7.82,2.56,-184.4,37489
1326,-0.73,0.62,-0.22,8.21,2.32,-184.11,37489
1327,-0.72,0.59,-0.22,7.94,2.12,-184.65,36125
1328,-0.75,0.59,-0.22,7.96,2.6,-184.53,36125
1329,-0.74,0.56,-0.23,7.92,2.07,-184.98,36125
1330,-0.78,0.52,-0.22,7.6,2.47,-184.25,36125
1331,-0.77,0.49,-0.24,7.8,2.6,-184.47,36125
1332,-0.8,0.46,-0.21,7.85,3.1,-184.95,36125
1333,-0.82,0.45,-0.25,7.8,2.37,-184.16,36125
1334,-0.81,0.43,-0.24,7.98,2.63,-184.25,36125
1335,-0.83,0.42,-0.23,8.02,2.36,-183.98,36125
1336,-0.85,0.4,-0.25,7.69,2.31,-184.48,36125
1337,-0.83,0.35,-0.24,8.02,1.95,-184.41,36125
1338,-0.87,0.33,-0.23,7.95,2.3,-183.82,36125
1339,-0.87,0.3,-0.23,7.76,2.61,-183.89,31024
1340,-0.86,0.28,-0.26,7.44,2.01,-183.27,31024
1341,-0.86,0.25,-0.24,7.9,2.31,-183.97,31024
1342,-0.89,0.23,-0.25,7.84,2.08,-183.31,31024
1343,-0.89,0.21,-0.24,7.79,2.27,-184.0,31024
1344,-0.92,0.2,-0.25,8.34,1.79,-183.99,31024
1345,-0.91,0.18,-0.23,7.59,2.11,-183.16,31024
1346,-0.89,0.15,-0.24,7.4,3.3,-182.72,31024
1347,-0.92,0.13,-0.26,7.82,1.67,-183.55,31024
1348,-0.92,0.07,-0.24,8.26,3.01,-183.41,31024
1349,-0.91,0.04,-0.24,8.27,3.0,-183.23,31024
1350,-0.92,0.03,-0.29,8.27,2.82,-182.76,31024
1351,-0.91,0.01,-0.22,8.28,2.08,-183.66,22845
1352,-0.9,-0.03,-0.25,8.26,3.26,-182.73,22845
1353,-0.92,-0.03,-0.24,7.98,2.08,-182.82,22845
1354,-0.87,-0.06,-0.23,8.32,1.63,-182.6,22845
1355,-0.9,-0.11,-0.22,7.65,3.05,-182.51,22845
1356,-0.92,-0.11,-0.29,7.77,2.65,-183.2,22845
1357,-0.87,-0.16,-0.21,7.64,3.95,-183.05,22845
1358,-0.93,-0.2,-0.28,8.22,3.06,-181.92,22845
1359,-0.87,-0.18,-0.25,7.94,2.31,-181.6,22845
1360,-0.88,-0.22,-0.26,7.89,2.85,-181.95,22845
1361,-0.87,-0.26,-0.26,7.95,1.96,-181.82,22845
1362,-0.88,-0.24,-0.23,7.81,2.66,-181.74,22845
1363,-0.88,-0.27,-0.25,7.56,3.38,-182.66,22845
1364,-0.86,-0.34,-0.28,7.57,2.36,-182.45,12183
1365,-0.87,-0.34,-0.23,7.67,2.37,-181.76,12183
1366,-0.84,-0.36,-0.24,7.5,3.24,-182.37,12183
1367,-0.84,-0.4,-0.26,8.05,1.79,-181.25,12183
1368,-0.8,-0.29,-0.22,7.39,3.86,-182.87,12183
1369,-0.84,-0.5,-0.27,8.1,3.43,-182.32,12183
1370,-0.79,-0.43,-0.2,8.08,2.99,-181.92,12183
1371,-0.77,-0.48,-0.26,7.61,3.42,-182.49,12183
1372,-0.8,-0.52,-0.25,7.73,3.44,-182.47,12183
1373,-0.76,-0.54,-0.26,7.92,1.72,-183.03,12183
1374,-0.74,-0.55,-0.2,7.57,3.21,-183.15,12183
1375,-0.78,-0.62,-0.24,7.85,2.79,-182.29,12183
1376,-0.74,-0.6,-0.25,7.67,2.37,-182.6,-19
1377,-0.7,-0.57,-0.22,7.34,2.77,-182.45,-19
1378,-0.66,-0.63,-0.29,7.73,0.55,-183.35,-19
1379,-0.69,-0.61,-0.2,7.78,2.63,-183.51,-19
1380,-0.66,-0.65,-0.27,8.07,1.32,-183.91,-19
1381,-0.59,-0.61,-0.21,7.88,3.26,-184.8,-19
1382,-0.64,-0.72,-0.24,7.9,2.65,-183.95,-19
1383,-0.57,-0.75,-0.26,7.59,2.46,-183.29,-19
1384,-0.52,-0.63,-0.17,6.9,4.95,-185.94,-19
1385,-0.58,-0.86,-0.31,7.32,3.06,-185.59,-19
1386,-0.54,-0.72,-0.23,8.04,2.07,-183.2,-19
1387,-0.54,-0.87,-0.22,7.24,3.01,-184.55,-19
1388,-0.48,-0.72,-0.24,7.8,2.5,-184.61,-12355
1389,-0.5,-0.85,-0.18,7.32,2.22,-184.4,-12355
1390,-0.47,-0.89,-0.21,7.82,2.43,-184.46,-12355
1391,-0.44,-0.81,-0.18,7.6,3.33,-184.48,-12355
1392,-0.42,-0.85,-0.2,7.74,2.27,-184.79,-12355
1393,-0.4,-0.91,-0.2,8.18,1.82,-184.75,-12355
1394,-0.39,-0.86,-0.19,7.98,2.02,-184.56,-12355
1395,-0.36,-0.93,-0.19,8.04,2.25,-185.0,-12355
1396,-0.34,-0.91,-0.22,7.67,0.77,-183.44,-12355
1397,-0.27,-0.93,-0.14,7.98,1.33,-184.96,-12355
1398,-0.25,-0.97,-0.17,8.02,1.35,-184.15,-12355
1399,-0.23,-0.92,-0.14,8.25,2.47,-185.05,-12355
1400,-0.22,-0.93,-0.19,7.78,2.63,-185.53,-12355
1401,-0.23,-1.02,-0.17,8.01,2.35,-184.68,-22519
1402,-0.18,-0.89,-0.16,8.09,2.7,-185.4,-22519
1403,-0.19,-1.02,-0.2,7.85,3.02,-185.52,-22519
1404,-0.1,-0.92,-0.15,7.98,2.53,-184.72,-22519
1405,-0.11,-0.94,-0.18,7.86,2.1,-187.19,-22519
1406,-0.08,-1.04,-0.16,8.34,2.21,-185.82,-22519
1407,-0.06,-0.97,-0.14,7.84,2.32,-186.88,-22519
1408,-0.0,-1.0,-0.11,8.07,3.34,-187.21,-22519
1409,-0.01,-1.01,-0.16,7.76,3.04,-186.02,-22519
1410,0.0,-0.95,-0.14,7.93,2.73,-188.29,-22519
1411,0.09,-1.0,-0.15,7.94,2.46,-187.82,-22519
1412,0.07,-0.99,-0.14,7.72,2.31,-187.19,-22519
1413,0.1,-0.98,-0.11,8.03,2.89,-188.05,-31285
1414,0.12,-1.02,-0.12,7.99,2.63,-188.01,-31285
1415,0.13,-0.94,-0.15,7.71,1.94,-188.52,-31285
1416,0.16,-1.08,-0.09,7.91,2.15,-188.33,-31285
1417,0.22,-0.97,-0.11,8.11,2.88,-187.62,-31285
1418,0.26,-0.96,-0.1,8.18,3.64,-189.9,-31285
1419,0.3,-1.03,-0.09,8.07,4.85,-187.91,-31285
1420,0.26,-0.92,-0.13,7.92,3.85,-188.26,-31285
1421,0.33,-0.97,-0.09,7.88,2.52,-190.24,-31285
1422,0.32,-1.01,-0.08,8.31,3.27,-187.79,-31285
1423,0.36,-0.87,-0.09,8.18,1.87,-191.4,-31285
1424,0.43,-1.0,-0.06,8.6,3.5,-190.4,-31285
1425,0.43,-0.97,-0.09,8.81,3.27,-189.01,-31285
1426,0.43,-0.91,-0.07,8.32,3.82,-190.07,-36407
1427,0.46,-0.92,-0.09,8.39,2.2,-190.21,-36407
1428,0.44,-0.89,-0.11,7.86,1.2,-190.21,-36407
1429,0.51,-0.9,-0.09,7.5,-0.22,-191.19,-36407
1430,0.53,-0.89,-0.09,7.86,0.4,-190.54,-36407
1431,0.57,-0.82,-0.03,8.0,-0.16,-192.97,-36407
1432,0.63,-0.92,-0.04,7.6,1.53,-191.66,-36407
1433,0.67,-0.84,-0.03,8.28,2.08,-191.89,-36407
1434,0.63,-0.85,-0.08,8.08,2.49,-191.38,-36407
1435,0.66,-0.8,-0.03,7.64,2.52,-192.09,-36407
1436,0.69,-0.85,-0.06,7.81,1.63,-191.66,-36407
1437,0.74,-0.81,0.05,8.28,4.2,-190.86,-36407
1438,0.71,-0.7,-0.08,8.18,3.05,-191.75,-37992
1439,0.76,-0.76,-0.07,8.08,1.85,-193.23,-37992
1440,0.75,-0.78,-0.06,8.05,2.68,-191.82,-37992
1441,0.78,-0.65,-0.01,8.54,1.79,-193.24,-37992
1442,0.84,-0.74,-0.02,8.49,3.32,-192.01,-37992
1443,0.81,-0.65,-0.07,8.34,2.4,-192.69,-37992
1444,0.86,-0.7,0.02,8.38,3.78,-193.16,-37992
1445,0.86,-0.63,-0.01,8.22,3.84,-192.6,-37992
1446,0.86,-0.58,-0.03,8.32,3.88,-192.86,-37992
1447,0.9,-0.57,-0.04,8.41,1.62,-194.11,-37992
1448,0.92,-0.68,0.05,8.66,5.68,-191.4,-37992
1449,0.88,-0.46,-0.04,8.13,2.39,-193.15,-37992
1450,0.89,-0.6,0.03,8.29,4.37,-192.5,-35694
1451,0.94,-0.53,-0.03,8.53,3.01,-191.95,-35694
1452,0.91,-0.46,-0.03,8.07,3.57,-193.64,-35694
1453,0.93,-0.45,-0.01,8.23,2.36,-193.67,-35694
1454,0.96,-0.4,0.03,7.9,1.67,-193.53,-35694
1455,0.93,-0.44,0.01,7.57,3.76,-193.44,-35694
1456,1.03,-0.34,0.01,7.99,3.34,-193.28,-35694
1457,0.95,-0.34,-0.02,7.95,2.4,-193.48,-35694
1458,1.03,-0.33,0.04,8.11,3.05,-193.6,-35694
1459,0.96,-0.31,-0.03,8.34,2.29,-193.21,-35694
1460,1.03,-0.27,0.03,8.34,1.85,-193.56,-35694
1461,1.0,-0.28,-0.02,8.27,1.85,-192.98,-35694
1462,1.09,-0.23,0.05,8.02,1.47,-193.24,-35694
1463,1.06,-0.23,0.02,8.26,2.35,-192.81,-29598
1464,1.08,-0.18,0.03,8.17,2.66,-192.72,-29598
1465,1.08,-0.21,-0.04,8.16,0.9,-192.56,-29598
1466,1.13,-0.12,0.09,8.28,3.53,-192.66,-29598
1467,0.99,-0.07,-0.02,8.04,2.95,-192.24,-29598
1468,1.04,-0.02,0.03,7.94,2.04,-193.03,-29598
1469,1.05,-0.06,-0.06,8.36,0.69,-192.42,-29598
1470,1.11,-0.01,0.08,7.89,2.72,-192.21,-29598
1471,1.07,0.03,0.01,8.34,1.86,-192.25,-29598
1472,1.1,0.02,0.04,7.77,3.13,-191.74,-29598
1473,0.97,0.05,-0.05,7.98,1.76,-192.22,-29598
1474,1.1,0.12,0.1,8.13,0.89,-192.56,-29598
1475,1.07,0.1,0.0,8.18,3.11,-191.45,-20087
1476,1.11,0.16,0.09,8.26,3.66,-191.14,-20087
1477,1.07,0.2,0.01,8.05,4.15,-190.85,-20087
1478,1.03,0.22,0.0,8.04,3.15,-191.3,-20087
1479,1.08,0.25,0.06,7.93,4.51,-190.32,-20087
1480,1.02,0.23,0.0,8.1,3.75,-189.53,-20087
1481,1.03,0.3,0.08,8.2,4.58,-189.4,-20087
1482,1.0,0.31,0.0,8.08,3.71,-189.19,-20087
1483,0.98,0.35,-0.02,8.31,5.05,-189.88,-20087
1484,0.97,0.31,0.01,7.98,1.84,-188.56,-20087
1485,1.03,0.4,0.04,8.1,4.27,-189.05,-20087
1486,0.93,0.41,-0.03,7.98,2.53,-188.97,-20087
1487,1.01,0.46,0.05,8.01,3.37,-188.89,-20087
1488,0.97,0.41,-0.0,7.73,4.95,-187.61,-8374
1489,0.89,0.5,0.04,7.83,2.1,-187.82,-8374
1490,0.97,0.54,0.0,8.11,5.5,-189.56,-8374
1491,0.84,0.49,-0.04,8.26,0.39,-188.16,-8374
1492,0.94,0.59,0.03,8.15,2.82,-188.73,-8374
1493,0.9,0.53,-0.02,8.21,1.73,-188.91,-8374
1494,0.81,0.64,0.02,7.71,1.76,-189.51,-8374
1495,0.9,0.56,0.0,7.9,1.49,-189.27,-8374
1496,0.87,0.68,0.0,7.85,2.64,-188.9,-8374
1497,0.8,0.65,0.01,7.75,2.29,-188.05,-8374
1498,0.84,0.69,0.0,7.49,3.69,-188.37,-8374
1499,0.75,0.68,0.02,7.76,2.57,-187.79,-8374
1500,0.84,0.7,-0.03,8.11,2.77,-186.17,4206
1501,0.71,0.74,0.02,7.94,2.79,-186.74,4206
1502,0.78,0.75,-0.01,7.88,3.29,-186.9,4206
1503,0.68,0.77,-0.04,8.15,2.28,-187.57,4206
1504,0.69,0.8,0.0,8.44,2.44,-187.35,4206
1505,0.67,0.84,-0.03,8.63,2.89,-189.14,4206
1506,0.62,0.72,-0.03,8.7,1.44,-186.47,4206
1507,0.66,0.92,-0.01,7.87,2.56,-187.24,4206
1508,0.59,0.82,-0.08,8.11,2.3,-188.45,4206
1509,0.58,0.84,-0.01,8.06,2.23,-186.95,4206
1510,0.55,0.86,-0.06,7.61,2.52,-187.08,4206
1511,0.56,0.91,-0.05,7.66,3.48,-187.58,4206
1512,0.51,0.91,-0.02,7.94,2.82,-187.69,16280
1513,0.5,0.89,-0.08,7.92,3.17,-186.58,16280
1514,0.52,0.98,-0.03,7.32,3.8,-187.62,16280
1515,0.43,0.91,-0.05,7.23,3.67,-187.27,16280
1516,0.42,0.95,-0.05,7.89,3.56,-187.58,16280
1517,0.37,0.91,-0.03,8.04,2.86,-187.56,16280
1518,0.36,0.97,-0.12,8.48,2.39,-187.11,16280
1519,0.36,0.93,-0.04,8.37,2.98,-185.93,16280
1520,0.31,0.94,-0.03,8.5,4.67,-186.49,16280
1521,0.3,0.93,-0.09,8.41,1.91,-185.15,16280
1522,0.26,1.0,-0.04,8.28,3.5,-187.69,16280
1523,0.26,0.92,-0.13,8.29,2.14,-185.51,16280
1524,0.23,1.0,-0.05,8.05,2.89,-187.34,16280
1525,0.13,1.02,-0.1,8.02,2.2,-188.05,26392
1526,0.16,1.06,-0.09,8.05,1.6,-187.43,26392
1527,0.13,1.04,-0.13,7.08,1.4,-187.27,26392
1528,0.11,0.93,-0.07,6.92,1.27,-186.94,26392
1529,0.07,1.0,-0.08,7.02,1.72,-187.24,26392
1530,0.06,0.95,-0.04,7.96,2.44,-187.93,26392
1531,0.02,0.98,-0.11,7.57,2.91,-186.68,26392
1532,0.02,0.99,-0.1,7.48,2.31,-187.58,26392
1533,-0.01,0.95,-0.09,8.13,3.16,-187.19,26392
1534,-0.06,1.02,-0.12,8.21,2.86,-188.22,26392
1535,-0.09,1.03,-0.14,8.28,1.48,-188.69,26392
1536,-0.09,0.94,-0.06,8.37,3.85,-187.25,26392
1537,-0.14,1.06,-0.17,7.73,1.71,-187.79,33602
1538,-0.19,0.96,-0.21,7.39,0.19,-188.4,33602
1539,-0.19,0.91,-0.05,7.84,1.92,-188.81,33602
1540,-0.21,0.97,-0.2,8.4,2.62,-187.6,33602
1541,-0.2,0.98,-0.16,8.09,1.75,-189.4,33602
1542,-0.25,0.89,-0.08,8.51,3.95,-188.16,33602
1543,-0.31,0.95,-0.22,7.69,1.46,-187.49,33602
1544,-0.27,0.91,-0.12,7.85,3.0,-188.54,33602
1545,-0.3,0.86,-0.05,7.89,4.6,-187.72,33602
1546,-0.34,0.9,-0.16,8.23,4.28,-189.27,33602
1547,-0.41,0.89,-0.19,7.73,3.47,-189.06,33602
1548,-0.41,0.88,-0.15,7.7,3.69,-189.06,33602
1549,-0.39,0.81,-0.19,7.95,3.7,-188.46,37113
1550,-0.47,0.89,-0.13,7.92,4.63,-188.12,37113
1551,-0.45,0.86,-0.2,7.86,2.94,-188.45,37113
1552,-0.55,0.8,-0.25,7.79,0.92,-188.53,37113
1553,-0.46,0.79,-0.09,7.9,4.57,-187.92,37113
1554,-0.57,0.83,-0.27,7.74,0.86,-188.72,37113
1555,-0.52,0.7,-0.16,7.87,3.15,-187.94,37113
1556,-0.61,0.76,-0.18,7.37,2.77,-187.43,37113
1557,-0.6,0.75,-0.2,7.76,2.42,-188.89,37113
1558,-0.63,0.69,-0.21,7.83,2.56,-188.21,37113
1559,-0.66,0.69,-0.18,7.66,2.95,-187.34,37113
1560,-0.63,0.7,-0.2,8.35,1.44,-188.41,37113
1561,-0.67,0.6,-0.17,8.25,2.96,-187.69,37113
1562,-0.7,0.64,-0.21,8.47,2.11,-187.45,36851
1563,-0.71,0.61,-0.18,8.34,3.39,-188.05,36851
1564,-0.72,0.6,-0.21,8.15,3.28,-186.99,36851
1565,-0.72,0.57,-0.22,8.15,3.0,-187.69,36851
1566,-0.74,0.53,-0.23,8.26,2.02,-187.38,36851
1567,-0.78,0.53,-0.24,8.4,2.27,-187.12,36851
1568,-0.77,0.5,-0.21,7.92,2.15,-187.34,36851
1569,-0.78,0.46,-0.22,8.07,2.7,-187.11,36851
1570,-0.75,0.48,-0.22,7.8,2.3,-187.17,36851
1571,-0.84,0.44,-0.2,7.96,2.16,-187.08,36851
1572,-0.8,0.39,-0.21,7.94,2.39,-187.63,36851
1573,-0.77,0.4,-0.22,7.72,2.33,-186.49,36851
1574,-0.87,0.37,-0.22,8.4,2.3,-186.94,32633
1575,-0.88,0.36,-0.24,8.51,2.54,-186.08,32633
1576,-0.87,0.32,-0.26,7.95,1.37,-186.92,32633
1577,-0.83,0.29,-0.22,8.31,2.7,-187.09,32633
1578,-0.95,0.28,-0.27,7.85,1.65,-186.48,32633
1579,-0.86,0.22,-0.21,7.79,1.93,-185.95,32633
1580,-0.88,0.22,-0.26,7.72,1.93,-186.32,32633
1581,-0.9,0.21,-0.23,7.5,2.41,-186.58,32633
1582,-0.88,0.17,-0.25,8.07,2.65,-186.42,32633
1583,-0.91,0.16,-0.26,7.98,1.65,-186.61,32633
1584,-0.88,0.12,-0.21,7.92,3.2,-186.18,32633
1585,-0.89,0.09,-0.24,8.06,3.23,-186.39,32633
1586,-0.91,0.06,-0.29,7.72,2.79,-186.1,24542
1587,-0.95,0.03,-0.23,8.02,2.29,-186.27,24542
1588,-0.92,0.01,-0.29,8.03,1.6,-185.63,24542
1589,-0.91,-0.0,-0.23,8.08,2.33,-185.89,24542
1590,-0.91,-0.04,-0.25,7.96,2.29,-186.0,24542
1591,-0.95,-0.07,-0.26,7.92,1.6,-185.6,24542
1592,-0.91,-0.09,-0.22,8.05,2.5,-185.4,24542
1593,-0.94,-0.15,-0.28,7.72,1.82,-185.51,24542
1594,-0.91,-0.1,-0.25,7.76,1.89,-186.29,24542
1595,-0.89,-0.17,-0.22,8.23,1.99,-185.32,24542
1596,-0.84,-0.18,-0.22,8.05,4.82,-184.92,24542
1597,-0.9,-0.22,-0.32,8.06,1.58,-184.72,24542
1598,-0.85,-0.26,-0.19,7.97,2.66,-185.63,24542
1599,-0.9,-0.28,-0.23,7.53,3.91,-185.95,13772
1600,-0.89,-0.35,-0.3,7.73,1.55,-184.95,13772
1601,-0.83,-0.31,-0.19,7.73,3.13,-185.1,13772
1602,-0.86,-0.37,-0.28,7.77,2.47,-185.76,13772
1603,-0.81,-0.38,-0.21,7.68,3.02,-185.18,13772
1604,-0.82,-0.42,-0.24,7.93,3.62,-185.3,13772
1605,-0.8,-0.39,-0.24,7.88,3.83,-185.44,13772
1606,-0.76,-0.49,-0.22,7.65,5.74,-185.46,13772
1607,-0.86,-0.55,-0.31,8.09,2.21,-184.31,13772
1608,-0.77,-0.51,-0.18,7.8,2.56,-184.92,13772
1609,-0.74,-0.53,-0.23,8.12,2.84,-185.02,13772
1610,-0.75,-0.51,-0.22,7.57,3.07,-185.74,13772
1611,-0.75,-0.6,-0.23,7.67,1.64,-184.92,1671
1612,-0.69,-0.55,-0.21,7.8,2.82,-185.01,1671
1613,-0.69,-0.54,-0.23,8.02,2.56,-186.75,1671
1614,-0.7,-0.64,-0.22,7.75,3.14,-184.81,1671
1615,-0.69,-0.63,-0.28,7.86,1.92,-185.2,1671
1616,-0.67,-0.67,-0.25,8.19,0.27,-185.13,1671
1617,-0.62,-0.68,-0.18,8.29,3.02,-185.66,1671
1618,-0.6,-0.71,-0.19,8.08,3.53,-185.63,1671
1619,-0.57,-0.69,-0.19,7.77,5.91,-186.02,1671
1620,-0.8,-0.76,-0.21,7.65,6.66,-188.35,1671
1621,-0.57,-0.84,-0.31,8.02,1.98,-184.57,1671
1622,-0.54,-0.72,-0.16,7.76,3.65,-184.91,1671
1623,-0.53,-0.78,-0.25,7.47,3.17,-186.24,1671
1624,-0.51,-0.84,-0.2,8.05,3.0,-185.75,-10757
1625,-0.49,-0.87,-0.17,7.65,3.22,-185.15,-10757
1626,-0.49,-0.84,-0.24,8.48,2.97,-185.92,-10757
1627,-0.49,-0.84,-0.23,7.93,2.79,-184.82,-10757
1628,-0.4,-0.9,-0.19,8.18,2.25,-184.97,-10757
1629,-0.39,-0.81,-0.19,8.5,2.05,-185.72,-10757
1630,-0.44,-0.89,-0.23,7.54,1.44,-185.04,-10757
1631,-0.36,-0.93,-0.19,8.1,1.89,-185.17,-10757
1632,-0.35,-0.9,-0.21,7.72,1.18,-184.37,-10757
1633,-0.29,-0.89,-0.2,8.1,0.8,-185.67,-10757
1634,-0.31,-0.91,-0.14,7.82,1.77,-185.6,-10757
1635,-0.25,-0.94,-0.21,8.31,1.02,-186.26,-10757
1636,-0.22,-0.96,-0.13,8.18,2.79,-185.79,-21821
1637,-0.2,-0.96,-0.18,8.0,2.72,-185.97,-21821
1638,-0.16,-0.98,-0.21,8.39,1.79,-184.85,-21821
1639,-0.16,-0.9,-0.11,8.14,2.83,-186.25,-21821
1640,-0.14,-1.0,-0.18,7.63,2.14,-186.7,-21821
1641,-0.1,-1.0,-0.16,7.73,2.82,-185.08,-21821
1642,-0.07,-0.94,-0.13,7.96,2.63,-187.35,-21821
1643,-0.04,-1.03,-0.13,8.3,2.85,-186.99,-21821
1644,-0.03,-0.96,-0.16,8.27,2.86,-186.04,-21821
1645,0.01,-0.96,-0.15,7.89,2.72,-188.27,-21821
1646,0.0,-1.03,-0.13,7.62,3.47,-187.22,-21821
1647,0.05,-0.98,-0.18,8.02,2.23,-188.02,-21821
1648,0.05,-1.05,-0.15,7.63,2.3,-186.9,-30807
1649,0.13,-1.02,-0.13,8.08,2.45,-187.66,-30807
1650,0.12,-0.96,-0.15,7.69,1.73,-188.81,-30807
1651,0.17,-1.08,-0.12,8.54,2.97,-187.82,-30807
1652,0.21,-1.01,-0.08,8.56,4.63,-187.44,-30807
1653,0.15,-0.99,-0.12,8.4,4.15,-187.07,-30807
1654,0.19,-0.89,-0.19,8.05,1.49,-189.45,-30807
1655,0.3,-1.03,-0.04,7.98,2.97,-190.4,-30807
1656,0.26,-0.97,-0.14,8.02,2.59,-188.74,-30807
1657,0.3,-0.96,-0.06,7.88,2.65,-190.1,-30807
1658,0.36,-1.01,-0.1,8.18,3.08,-190.15,-30807
1659,0.37,-0.96,-0.09,8.26,3.49,-189.05,-30807
1660,0.37,-0.95,-0.1,8.46,2.9,-189.98,-30807
1661,0.39,-0.97,-0.11,8.4,2.87,-189.53,-36126
1662,0.41,-0.88,-0.1,7.9,0.68,-190.69,-36126
1663,0.48,-0.92,-0.1,7.76,1.1,-191.07,-36126
1664,0.45,-0.95,-0.11,7.55,0.48,-190.64,-36126
1665,0.55,-0.85,-0.02,7.9,1.22,-191.36,-36126
1666,0.53,-0.94,-0.06,7.67,0.91,-191.91,-36126
1667,0.57,-0.88,-0.07,8.62,2.11,-191.57,-36126
1668,0.59,-0.86,-0.03,8.05,3.12,-191.39,-36126
1669,0.61,-0.82,-0.07,7.89,2.23,-192.31,-36126
1670,0.63,-0.88,-0.04,8.02,2.65,-192.84,-36126
1671,0.66,-0.85,-0.03,8.35,3.22,-191.73,-36126
1672,0.67,-0.78,-0.03,8.44,3.43,-192.18,-36126
1673,0.66,-0.75,-0.06,8.15,2.81,-192.16,-37821
1674,0.71,-0.77,-0.05,7.74,1.81,-193.22,-37821
1675,0.74,-0.76,-0.02,8.18,3.24,-192.38,-37821
1676,0.75,-0.74,-0.02,8.02,2.77,-192.73,-37821
1677,0.8,-0.74,-0.03,8.1,2.85,-193.17,-37821
1678,0.8,-0.71,-0.01,8.76,3.66,-192.56,-37821
1679,0.83,-0.67,-0.03,7.99,3.54,-193.67,-37821
1680,0.81,-0.69,-0.02,8.37,3.21,-192.85,-37821
1681,0.83,-0.63,-0.06,8.87,1.57,-193.55,-37821
1682,0.88,-0.65,0.02,8.08,4.79,-193.52,-37821
1683,0.86,-0.55,-0.04,8.31,1.52,-194.61,-37821
1684,0.95,-0.62,0.03,8.3,4.62,-193.4,-37821
1685,0.89,-0.51,-0.08,8.08,2.5,-193.64,-37821
1686,0.92,-0.55,0.01,8.38,2.82,-194.84,-35909
1687,0.93,-0.54,0.01,7.99,4.85,-193.89,-35909
1688,0.91,-0.41,-0.03,7.99,2.74,-194.57,-35909
1689,0.96,-0.43,0.03,8.31,4.63,-195.63,-35909
1690,0.94,-0.37,-0.08,8.02,0.99,-195.76,-35909
1691,1.01,-0.47,0.08,8.44,3.59,-195.3,-35909
1692,0.98,-0.39,-0.04,8.31,3.25,-194.98,-35909
