ID,gForceX,gForceY,gForceZ,rotX,rotY,rotZ,rawWeight
423,0.08,0.98,-0.1,5.42,1.98,-109.75,35055
424,0.08,1.01,-0.09,5.05,2.68,-110.48,35055
425,0.04,0.94,-0.1,5.48,2.34,-111.33,35055
426,0.06,1.03,-0.1,5.67,1.78,-111.48,35055
427,0.04,1.02,-0.11,5.6,1.92,-112.54,35055
428,0.01,0.95,-0.09,5.79,2.12,-112.21,35055
429,-0.01,0.98,-0.1,6.24,2.21,-112.84,35055
430,-0.02,1.02,-0.12,6.0,1.77,-113.08,35055
431,-0.03,1.03,-0.1,6.37,1.84,-113.48,35055
432,-0.05,0.98,-0.1,5.88,2.07,-113.84,35055
433,-0.07,1.02,-0.12,5.72,1.65,-113.78,35055
434,-0.08,1.01,-0.12,5.61,2.31,-114.54,35055
435,-0.09,1.0,-0.12,5.44,2.01,-114.92,37106
436,-0.12,1.01,-0.13,5.56,1.49,-115.18,37106
437,-0.12,0.98,-0.11,5.65,2.0,-115.6,37106
438,-0.14,0.97,-0.11,5.78,1.65,-115.34,37106
439,-0.16,1.01,-0.15,5.48,1.53,-116.19,37106
440,-0.16,0.99,-0.11,5.64,2.08,-116.66,37106
441,-0.2,0.98,-0.12,5.42,1.78,-116.31,37106
442,-0.21,0.98,-0.14,5.14,1.37,-116.86,37106
443,-0.22,0.97,-0.13,5.84,1.85,-116.81,37106
444,-0.23,0.96,-0.13,5.37,1.42,-117.06,37106
445,-0.27,0.99,-0.17,5.44,0.86,-117.85,37106
446,-0.25,0.95,-0.12,5.35,1.52,-118.24,37106
447,-0.26,0.95,-0.13,5.84,1.24,-118.26,37950
448,-0.31,0.96,-0.17,5.31,1.15,-118.72,37950
449,-0.31,0.94,-0.16,5.52,1.27,-118.51,37950
450,-0.3,0.95,-0.16,5.69,1.37,-118.95,37950
451,-0.33,0.94,-0.16,5.51,1.37,-119.53,37950
452,-0.34,0.93,-0.14,5.66,1.55,-119.89,37950
453,-0.38,0.89,-0.15,6.15,1.56,-120.14,37950
454,-0.38,0.91,-0.15,5.54,1.47,-120.74,37950
455,-0.41,0.91,-0.14,5.72,1.6,-120.85,37950
456,-0.43,0.88,-0.16,5.4,1.26,-121.1,37950
457,-0.42,0.88,-0.16,5.68,1.15,-121.73,37950
458,-0.45,0.87,-0.14,5.57,1.78,-121.61,37950
459,-0.45,0.86,-0.15,5.7,2.2,-121.79,37950
460,-0.47,0.86,-0.17,5.63,2.08,-122.4,37806
461,-0.51,0.85,-0.19,5.75,1.47,-122.72,37806
462,-0.52,0.86,-0.18,5.59,1.48,-123.43,37806
463,-0.5,0.82,-0.17,5.72,1.28,-123.4,37806
464,-0.55,0.85,-0.2,6.02,0.89,-123.85,37806
